# Population au 1er janvier par âge, France, 50 ans et plus
# source_id: insee_projections_population
# unite: personnes
# fiabilite:
#   certifiee (1962-2023) : estimations de population de l'INSEE,
#             recontrôlées par scripts/verifier_donnees.py contre
#             l'onglet `population` du classeur du scénario central.
#   estimee   (2024-2070) : projections de population 2026, scénario
#             central. Une projection ne se fait pas passer pour une
#             observation, fût-elle publiée par le producteur de
#             l'observation : c'est le critère 2 du manifeste, et la
#             frontière est datée par l'INSEE lui-même en pied de
#             tableau.
#
# POURQUOI 50 ANS ET PLUS, ET PAS TOUS LES ÂGES
# ----------------------------------------------
# Cette série ne sert qu'à compter des RETRAITÉS. Aucune pension de
# droit direct n'est servie avant 50 ans — le cas type qui part le plus
# tôt, l'agent de conduite de la SNCF, liquide à 52 ans. Reprendre les
# cinquante premiers âges quadruplerait le poids du paquet que charge
# le site sans déplacer un seul chiffre.
#
# Au-delà de 104 ans, le classeur regroupe sous « 105 ans ou plus » :
# 1 570 personnes en 2024, deux millionièmes de la population. Ce
# regroupement reste dehors.
#
# Champ : France métropolitaine jusqu'en 1994, France hors Mayotte de
# 1995 à 2013, France entière ensuite — celui de l'INSEE, non retouché.
#
# Ne pas modifier les années certifiées à la main : elles seraient écrasées
# au prochain scripts/verifier_donnees.py --appliquer.
annee,age,effectif,fiabilite
1989,78,332667,certifiee
1989,79,308359,certifiee
1989,80,289293,certifiee
1989,81,257937,certifiee
1989,82,236969,certifiee
1989,83,212481,certifiee
1989,84,188397,certifiee
1989,85,165025,certifiee
1989,86,145889,certifiee
1989,87,123828,certifiee
1989,88,96488,certifiee
1989,89,77556,certifiee
1989,90,60557,certifiee
1989,91,47779,certifiee
1989,92,36823,certifiee
1989,93,25709,certifiee
1989,94,18819,certifiee
1989,95,13834,certifiee
1989,96,8806,certifiee
1989,97,6199,certifiee
1989,98,3798,certifiee
1989,99,2567,certifiee
1990,100,3760,certifiee
1990,101,0,certifiee
1990,102,0,certifiee
1990,103,0,certifiee
1990,104,0,certifiee
1990,50,582379,certifiee
1990,51,578274,certifiee
1990,52,578490,certifiee
1990,53,588381,certifiee
1990,54,585484,certifiee
1990,55,603810,certifiee
1990,56,594373,certifiee
1990,57,618790,certifiee
1990,58,612388,certifiee
1990,59,622625,certifiee
1990,60,590594,certifiee
1990,61,589401,certifiee
1990,62,573699,certifiee
1990,63,572646,certifiee
1990,64,565732,certifiee
1990,65,545414,certifiee
1990,66,541020,certifiee
1990,67,535314,certifiee
1990,68,543333,certifiee
1990,69,544282,certifiee
1990,70,322549,certifiee
1990,71,276932,certifiee
1990,72,239415,certifiee
1990,73,218850,certifiee
1990,74,265987,certifiee
1990,75,384078,certifiee
1990,76,373378,certifiee
1990,77,360567,certifiee
1990,78,320413,certifiee
1990,79,315302,certifiee
1990,80,290010,certifiee
1990,81,270458,certifiee
1990,82,238892,certifiee
1990,83,217841,certifiee
1990,84,192996,certifiee
1990,85,169170,certifiee
1990,86,146340,certifiee
1990,87,127884,certifiee
1990,88,107042,certifiee
1990,89,82125,certifiee
1990,90,64483,certifiee
1990,91,49217,certifiee
1990,92,38179,certifiee
1990,93,28901,certifiee
1990,94,19654,certifiee
1990,95,14290,certifiee
1990,96,10224,certifiee
1990,97,6218,certifiee
1990,98,4410,certifiee
1990,99,2586,certifiee
1991,100,3828,certifiee
1991,101,0,certifiee
1991,102,0,certifiee
1991,103,0,certifiee
1991,104,0,certifiee
1991,50,543547,certifiee
1991,51,579719,certifiee
1991,52,575620,certifiee
1991,53,575017,certifiee
1991,54,584794,certifiee
1991,55,581869,certifiee
1991,56,600093,certifiee
1991,57,589980,certifiee
1991,58,613829,certifiee
1991,59,607278,certifiee
1991,60,616598,certifiee
1991,61,584795,certifiee
1991,62,582866,certifiee
1991,63,566693,certifiee
1991,64,565176,certifiee
1991,65,558093,certifiee
1991,66,538208,certifiee
1991,67,532574,certifiee
1991,68,526252,certifiee
1991,69,533814,certifiee
1991,70,533583,certifiee
1991,71,315951,certifiee
1991,72,270126,certifiee
1991,73,232786,certifiee
1991,74,212268,certifiee
1991,75,257100,certifiee
1991,76,370234,certifiee
1991,77,358021,certifiee
1991,78,344447,certifiee
1991,79,304436,certifiee
1991,80,297582,certifiee
1991,81,271773,certifiee
1991,82,251168,certifiee
1991,83,219987,certifiee
1991,84,198517,certifiee
1991,85,173937,certifiee
1991,86,150645,certifiee
1991,87,128761,certifiee
1991,88,110756,certifiee
1991,89,91192,certifiee
1991,90,68639,certifiee
1991,91,52890,certifiee
1991,92,39459,certifiee
1991,93,29798,certifiee
1991,94,21999,certifiee
1991,95,14773,certifiee
1991,96,10443,certifiee
1991,97,7262,certifiee
1991,98,4301,certifiee
1991,99,3012,certifiee
1992,100,4323,certifiee
1992,101,0,certifiee
1992,102,0,certifiee
1992,103,0,certifiee
1992,104,0,certifiee
1992,50,512398,certifiee
1992,51,541108,certifiee
1992,52,576956,certifiee
1992,53,572285,certifiee
1992,54,571778,certifiee
1992,55,581302,certifiee
1992,56,578131,certifiee
1992,57,596153,certifiee
1992,58,585283,certifiee
1992,59,608320,certifiee
1992,60,601987,certifiee
1992,61,610112,certifiee
1992,62,578400,certifiee
1992,63,575575,certifiee
1992,64,559529,certifiee
1992,65,557571,certifiee
1992,66,550187,certifiee
1992,67,529857,certifiee
1992,68,523554,certifiee
1992,69,516530,certifiee
1992,70,523706,certifiee
1992,71,521679,certifiee
1992,72,308951,certifiee
1992,73,262986,certifiee
1992,74,226037,certifiee
1992,75,205544,certifiee
1992,76,247694,certifiee
1992,77,355743,certifiee
1992,78,342520,certifiee
1992,79,327510,certifiee
1992,80,287600,certifiee
1992,81,279295,certifiee
1992,82,253148,certifiee
1992,83,231776,certifiee
1992,84,200942,certifiee
1992,85,179597,certifiee
1992,86,155546,certifiee
1992,87,132810,certifiee
1992,88,111982,certifiee
1992,89,94778,certifiee
1992,90,76606,certifiee
1992,91,56806,certifiee
1992,92,42603,certifiee
1992,93,31165,certifiee
1992,94,23083,certifiee
1992,95,16637,certifiee
1992,96,10953,certifiee
1992,97,7527,certifiee
1992,98,5151,certifiee
1992,99,2861,certifiee
1993,100,4404,certifiee
1993,101,0,certifiee
1993,102,0,certifiee
1993,103,0,certifiee
1993,104,0,certifiee
1993,50,566195,certifiee
1993,51,510672,certifiee
1993,52,538550,certifiee
1993,53,573700,certifiee
1993,54,568904,certifiee
1993,55,568554,certifiee
1993,56,577710,certifiee
1993,57,573866,certifiee
1993,58,591974,certifiee
1993,59,580126,certifiee
1993,60,602722,certifiee
1993,61,596284,certifiee
1993,62,603135,certifiee
1993,63,571546,certifiee
1993,64,568112,certifiee
1993,65,552046,certifiee
1993,66,549441,certifiee
1993,67,541363,certifiee
1993,68,521211,certifiee
1993,69,513943,certifiee
1993,70,506701,certifiee
1993,71,512603,certifiee
1993,72,509433,certifiee
1993,73,301202,certifiee
1993,74,255243,certifiee
1993,75,218823,certifiee
1993,76,198197,certifiee
1993,77,237811,certifiee
1993,78,340968,certifiee
1993,79,326324,certifiee
1993,80,310251,certifiee
1993,81,270597,certifiee
1993,82,260710,certifiee
1993,83,234425,certifiee
1993,84,212301,certifiee
1993,85,182241,certifiee
1993,86,161142,certifiee
1993,87,137809,certifiee
1993,88,115987,certifiee
1993,89,96074,certifiee
1993,90,80213,certifiee
1993,91,63644,certifiee
1993,92,46311,certifiee
1993,93,33785,certifiee
1993,94,24115,certifiee
1993,95,17408,certifiee
1993,96,12400,certifiee
1993,97,7978,certifiee
1993,98,5416,certifiee
1993,99,3592,certifiee
1994,100,4951,certifiee
1994,101,0,certifiee
1994,102,0,certifiee
1994,103,0,certifiee
1994,104,0,certifiee
1994,50,603553,certifiee
1994,51,563776,certifiee
1994,52,508811,certifiee
1994,53,535471,certifiee
1994,54,570409,certifiee
1994,55,565646,certifiee
1994,56,565104,certifiee
1994,57,573509,certifiee
1994,58,569451,certifiee
1994,59,587240,certifiee
1994,60,574772,certifiee
1994,61,596721,certifiee
1994,62,589913,certifiee
1994,63,595568,certifiee
1994,64,564231,certifiee
1994,65,560401,certifiee
1994,66,544320,certifiee
1994,67,540801,certifiee
1994,68,531903,certifiee
1994,69,511846,certifiee
1994,70,503983,certifiee
1994,71,495974,certifiee
1994,72,501268,certifiee
1994,73,496075,certifiee
1994,74,293142,certifiee
1994,75,247036,certifiee
1994,76,211177,certifiee
1994,77,190351,certifiee
1994,78,227562,certifiee
1994,79,325098,certifiee
1994,80,308934,certifiee
1994,81,291623,certifiee
1994,82,252732,certifiee
1994,83,241135,certifiee
1994,84,214767,certifiee
1994,85,192353,certifiee
1994,86,162973,certifiee
1994,87,142281,certifiee
1994,88,120056,certifiee
1994,89,99462,certifiee
1994,90,81159,certifiee
1994,91,66459,certifiee
1994,92,51649,certifiee
1994,93,36929,certifiee
1994,94,26031,certifiee
1994,95,18243,certifiee
1994,96,12767,certifiee
1994,97,9027,certifiee
1994,98,5661,certifiee
1994,99,3763,certifiee
1995,100,5648,certifiee
1995,101,0,certifiee
1995,102,0,certifiee
1995,103,0,certifiee
1995,104,0,certifiee
1995,50,629240,certifiee
1995,51,614521,certifiee
1995,52,574540,certifiee
1995,53,519306,certifiee
1995,54,545165,certifiee
1995,55,578633,certifiee
1995,56,573829,certifiee
1995,57,572446,certifiee
1995,58,580248,certifiee
1995,59,575313,certifiee
1995,60,592390,certifiee
1995,61,578974,certifiee
1995,62,599734,certifiee
1995,63,592147,certifiee
1995,64,597222,certifiee
1995,65,565423,certifiee
1995,66,560337,certifiee
1995,67,543762,certifiee
1995,68,539601,certifiee
1995,69,529396,certifiee
1995,70,509158,certifiee
1995,71,500444,certifiee
1995,72,490885,certifiee
1995,73,494860,certifiee
1995,74,488104,certifiee
1995,75,289630,certifiee
1995,76,243156,certifiee
1995,77,207553,certifiee
1995,78,186913,certifiee
1995,79,220713,certifiee
1995,80,312285,certifiee
1995,81,294236,certifiee
1995,82,275824,certifiee
1995,83,237475,certifiee
1995,84,224288,certifiee
1995,85,197532,certifiee
1995,86,174573,certifiee
1995,87,146543,certifiee
1995,88,126098,certifiee
1995,89,104668,certifiee
1995,90,85513,certifiee
1995,91,68673,certifiee
1995,92,55210,certifiee
1995,93,42047,certifiee
1995,94,29386,certifiee
1995,95,20143,certifiee
1995,96,13749,certifiee
1995,97,9340,certifiee
1995,98,6613,certifiee
1995,99,4116,certifiee
1996,100,6303,certifiee
1996,101,0,certifiee
1996,102,0,certifiee
1996,103,0,certifiee
1996,104,0,certifiee
1996,50,632910,certifiee
1996,51,626826,certifiee
1996,52,611981,certifiee
1996,53,571950,certifiee
1996,54,516944,certifiee
1996,55,541493,certifiee
1996,56,575337,certifiee
1996,57,569525,certifiee
1996,58,568555,certifiee
1996,59,575792,certifiee
1996,60,569569,certifiee
1996,61,587412,certifiee
1996,62,572844,certifiee
1996,63,592478,certifiee
1996,64,585144,certifiee
1996,65,588396,certifiee
1996,66,557002,certifiee
1996,67,551346,certifiee
1996,68,534759,certifiee
1996,69,529580,certifiee
1996,70,518769,certifiee
1996,71,499050,certifiee
1996,72,489216,certifiee
1996,73,478716,certifiee
1996,74,481871,certifiee
1996,75,472637,certifiee
1996,76,280273,certifiee
1996,77,233878,certifiee
1996,78,199109,certifiee
1996,79,177976,certifiee
1996,80,209208,certifiee
1996,81,294896,certifiee
1996,82,275572,certifiee
1996,83,256405,certifiee
1996,84,218737,certifiee
1996,85,204174,certifiee
1996,86,177666,certifiee
1996,87,155174,certifiee
1996,88,128292,certifiee
1996,89,108663,certifiee
1996,90,89082,certifiee
1996,91,71426,certifiee
1996,92,56358,certifiee
1996,93,44200,certifiee
1996,94,33166,certifiee
1996,95,22584,certifiee
1996,96,14883,certifiee
1996,97,9887,certifiee
1996,98,6417,certifiee
1996,99,4613,certifiee
1997,100,7107,certifiee
1997,101,0,certifiee
1997,102,0,certifiee
1997,103,0,certifiee
1997,104,0,certifiee
1997,50,826510,certifiee
1997,51,629805,certifiee
1997,52,624463,certifiee
1997,53,609532,certifiee
1997,54,568457,certifiee
1997,55,514075,certifiee
1997,56,538303,certifiee
1997,57,571148,certifiee
1997,58,565500,certifiee
1997,59,564342,certifiee
1997,60,570107,certifiee
1997,61,564290,certifiee
1997,62,581606,certifiee
1997,63,566011,certifiee
1997,64,585235,certifiee
1997,65,577133,certifiee
1997,66,579216,certifiee
1997,67,548426,certifiee
1997,68,542067,certifiee
1997,69,524789,certifiee
1997,70,519137,certifiee
1997,71,507712,certifiee
1997,72,487920,certifiee
1997,73,477055,certifiee
1997,74,466139,certifiee
1997,75,467236,certifiee
1997,76,456506,certifiee
1997,77,270441,certifiee
1997,78,224369,certifiee
1997,79,189899,certifiee
1997,80,168820,certifiee
1997,81,196976,certifiee
1997,82,276565,certifiee
1997,83,256172,certifiee
1997,84,236177,certifiee
1997,85,199308,certifiee
1997,86,183983,certifiee
1997,87,158169,certifiee
1997,88,135941,certifiee
1997,89,110697,certifiee
1997,90,92306,certifiee
1997,91,74117,certifiee
1997,92,58367,certifiee
1997,93,45260,certifiee
1997,94,34634,certifiee
1997,95,25547,certifiee
1997,96,16990,certifiee
1997,97,10680,certifiee
1997,98,6949,certifiee
1997,99,4202,certifiee
1998,100,7259,certifiee
1998,101,0,certifiee
1998,102,0,certifiee
1998,103,0,certifiee
1998,104,0,certifiee
1998,50,864096,certifiee
1998,51,822894,certifiee
1998,52,626630,certifiee
1998,53,622315,certifiee
1998,54,606065,certifiee
1998,55,564713,certifiee
1998,56,512010,certifiee
1998,57,534279,certifiee
1998,58,567534,certifiee
1998,59,561168,certifiee
1998,60,559382,certifiee
1998,61,565188,certifiee
1998,62,558372,certifiee
1998,63,575474,certifiee
1998,64,559074,certifiee
1998,65,577147,certifiee
1998,66,569154,certifiee
1998,67,569658,certifiee
1998,68,539743,certifiee
1998,69,531776,certifiee
1998,70,514802,certifiee
1998,71,508480,certifiee
1998,72,495939,certifiee
1998,73,476474,certifiee
1998,74,464742,certifiee
1998,75,451987,certifiee
1998,76,452483,certifiee
1998,77,439633,certifiee
1998,78,260360,certifiee
1998,79,213940,certifiee
1998,80,180417,certifiee
1998,81,159330,certifiee
1998,82,184518,certifiee
1998,83,258056,certifiee
1998,84,236601,certifiee
1998,85,215670,certifiee
1998,86,180172,certifiee
1998,87,164276,certifiee
1998,88,139002,certifiee
1998,89,117457,certifiee
1998,90,94169,certifiee
1998,91,77140,certifiee
1998,92,60700,certifiee
1998,93,46921,certifiee
1998,94,35641,certifiee
1998,95,26562,certifiee
1998,96,19323,certifiee
1998,97,12509,certifiee
1998,98,7570,certifiee
1998,99,4768,certifiee
1999,100,3231,certifiee
1999,101,1958,certifiee
1999,102,1135,certifiee
1999,103,650,certifiee
1999,104,370,certifiee
1999,50,872701,certifiee
1999,51,860214,certifiee
1999,52,819008,certifiee
1999,53,623907,certifiee
1999,54,618998,certifiee
1999,55,602365,certifiee
1999,56,561991,certifiee
1999,57,508911,certifiee
1999,58,530896,certifiee
1999,59,563351,certifiee
1999,60,556251,certifiee
1999,61,554794,certifiee
1999,62,559740,certifiee
1999,63,552187,certifiee
1999,64,569032,certifiee
1999,65,551499,certifiee
1999,66,569070,certifiee
1999,67,560591,certifiee
1999,68,560423,certifiee
1999,69,530027,certifiee
1999,70,521824,certifiee
1999,71,504232,certifiee
1999,72,496950,certifiee
1999,73,484090,certifiee
1999,74,464575,certifiee
1999,75,450476,certifiee
1999,76,437680,certifiee
1999,77,436707,certifiee
1999,78,422230,certifiee
1999,79,249250,certifiee
1999,80,203227,certifiee
1999,81,170390,certifiee
1999,82,149413,certifiee
1999,83,171700,certifiee
1999,84,238529,certifiee
1999,85,215941,certifiee
1999,86,194701,certifiee
1999,87,160949,certifiee
1999,88,144440,certifiee
1999,89,120218,certifiee
1999,90,100320,certifiee
1999,91,78842,certifiee
1999,92,63182,certifiee
1999,93,48824,certifiee
1999,94,36841,certifiee
1999,95,27497,certifiee
1999,96,19947,certifiee
1999,97,14419,certifiee
1999,98,9063,certifiee
1999,99,5233,certifiee
2000,100,3383,certifiee
2000,101,2076,certifiee
2000,102,1191,certifiee
2000,103,663,certifiee
2000,104,385,certifiee
2000,50,874476,certifiee
2000,51,871927,certifiee
2000,52,859463,certifiee
2000,53,818003,certifiee
2000,54,622983,certifiee
2000,55,617092,certifiee
2000,56,600570,certifiee
2000,57,560667,certifiee
2000,58,506715,certifiee
2000,59,528960,certifiee
2000,60,560468,certifiee
2000,61,553008,certifiee
2000,62,551235,certifiee
2000,63,555946,certifiee
2000,64,547966,certifiee
2000,65,563691,certifiee
2000,66,546374,certifiee
2000,67,563113,certifiee
2000,68,553398,certifiee
2000,69,552936,certifiee
2000,70,521640,certifiee
2000,71,512813,certifiee
2000,72,494682,certifiee
2000,73,486324,certifiee
2000,74,472570,certifiee
2000,75,452086,certifiee
2000,76,437312,certifiee
2000,77,423071,certifiee
2000,78,420148,certifiee
2000,79,404375,certifiee
2000,80,236672,certifiee
2000,81,192354,certifiee
2000,82,160295,certifiee
2000,83,139222,certifiee
2000,84,158214,certifiee
2000,85,218272,certifiee
2000,86,195130,certifiee
2000,87,173522,certifiee
2000,88,141356,certifiee
2000,89,125023,certifiee
2000,90,102070,certifiee
2000,91,83672,certifiee
2000,92,64312,certifiee
2000,93,50604,certifiee
2000,94,38216,certifiee
2000,95,28152,certifiee
2000,96,20623,certifiee
2000,97,14562,certifiee
2000,98,10310,certifiee
2000,99,6384,certifiee
2001,100,4395,certifiee
2001,101,2127,certifiee
2001,102,1267,certifiee
2001,103,745,certifiee
2001,104,394,certifiee
2001,50,881825,certifiee
2001,51,873035,certifiee
2001,52,870975,certifiee
2001,53,858394,certifiee
2001,54,816930,certifiee
2001,55,621457,certifiee
2001,56,615005,certifiee
2001,57,598377,certifiee
2001,58,559260,certifiee
2001,59,504414,certifiee
2001,60,526579,certifiee
2001,61,557335,certifiee
2001,62,549649,certifiee
2001,63,547072,certifiee
2001,64,551783,certifiee
2001,65,543640,certifiee
2001,66,557725,certifiee
2001,67,540673,certifiee
2001,68,556878,certifiee
2001,69,545642,certifiee
2001,70,544821,certifiee
2001,71,512871,certifiee
2001,72,503288,certifiee
2001,73,484666,certifiee
2001,74,475236,certifiee
2001,75,460573,certifiee
2001,76,438939,certifiee
2001,77,423362,certifiee
2001,78,408038,certifiee
2001,79,403037,certifiee
2001,80,386045,certifiee
2001,81,223797,certifiee
2001,82,181039,certifiee
2001,83,149708,certifiee
2001,84,128891,certifiee
2001,85,144731,certifiee
2001,86,197847,certifiee
2001,87,174813,certifiee
2001,88,153125,certifiee
2001,89,122784,certifiee
2001,90,107023,certifiee
2001,91,85590,certifiee
2001,92,68522,certifiee
2001,93,51726,certifiee
2001,94,39655,certifiee
2001,95,29245,certifiee
2001,96,21080,certifiee
2001,97,15192,certifiee
2001,98,10426,certifiee
2001,99,7275,certifiee
2002,100,4985,certifiee
2002,101,2990,certifiee
2002,102,1315,certifiee
2002,103,761,certifiee
2002,104,434,certifiee
2002,50,848850,certifiee
2002,51,880620,certifiee
2002,52,871437,certifiee
2002,53,869760,certifiee
2002,54,857250,certifiee
2002,55,815216,certifiee
2002,56,619986,certifiee
2002,57,612503,certifiee
2002,58,596166,certifiee
2002,59,557476,certifiee
2002,60,501525,certifiee
2002,61,523854,certifiee
2002,62,553766,certifiee
2002,63,545842,certifiee
2002,64,542625,certifiee
2002,65,547170,certifiee
2002,66,538651,certifiee
2002,67,551477,certifiee
2002,68,534628,certifiee
2002,69,549938,certifiee
2002,70,537604,certifiee
2002,71,536265,certifiee
2002,72,503281,certifiee
2002,73,493284,certifiee
2002,74,473926,certifiee
2002,75,463293,certifiee
2002,76,447800,certifiee
2002,77,424979,certifiee
2002,78,408800,certifiee
2002,79,392219,certifiee
2002,80,384821,certifiee
2002,81,366700,certifiee
2002,82,210270,certifiee
2002,83,169304,certifiee
2002,84,138946,certifiee
2002,85,118362,certifiee
2002,86,131359,certifiee
2002,87,177545,certifiee
2002,88,154895,certifiee
2002,89,133477,certifiee
2002,90,105363,certifiee
2002,91,89909,certifiee
2002,92,70386,certifiee
2002,93,55031,certifiee
2002,94,40645,certifiee
2002,95,30762,certifiee
2002,96,21910,certifiee
2002,97,15377,certifiee
2002,98,10841,certifiee
2002,99,7249,certifiee
2003,100,4845,certifiee
2003,101,3338,certifiee
2003,102,1991,certifiee
2003,103,740,certifiee
2003,104,429,certifiee
2003,50,863844,certifiee
2003,51,846809,certifiee
2003,52,879270,certifiee
2003,53,869511,certifiee
2003,54,868357,certifiee
2003,55,855402,certifiee
2003,56,813246,certifiee
2003,57,617865,certifiee
2003,58,609952,certifiee
2003,59,593554,certifiee
2003,60,555219,certifiee
2003,61,498496,certifiee
2003,62,520840,certifiee
2003,63,549951,certifiee
2003,64,541512,certifiee
2003,65,537878,certifiee
2003,66,542199,certifiee
2003,67,533145,certifiee
2003,68,544681,certifiee
2003,69,527889,certifiee
2003,70,542454,certifiee
2003,71,528837,certifiee
2003,72,527043,certifiee
2003,73,493245,certifiee
2003,74,482595,certifiee
2003,75,462579,certifiee
2003,76,450724,certifiee
2003,77,434015,certifiee
2003,78,409858,certifiee
2003,79,393408,certifiee
2003,80,375182,certifiee
2003,81,365593,certifiee
2003,82,346345,certifiee
2003,83,196153,certifiee
2003,84,156967,certifiee
2003,85,127808,certifiee
2003,86,107762,certifiee
2003,87,117700,certifiee
2003,88,157498,certifiee
2003,89,135112,certifiee
2003,90,114287,certifiee
2003,91,88544,certifiee
2003,92,73936,certifiee
2003,93,56645,certifiee
2003,94,43126,certifiee
2003,95,31288,certifiee
2003,96,23103,certifiee
2003,97,15906,certifiee
2003,98,10929,certifiee
2003,99,7532,certifiee
2004,100,4816,certifiee
2004,101,3108,certifiee
2004,102,2160,certifiee
2004,103,1319,certifiee
2004,104,399,certifiee
2004,50,847303,certifiee
2004,51,862586,certifiee
2004,52,844643,certifiee
2004,53,877510,certifiee
2004,54,867445,certifiee
2004,55,866393,certifiee
2004,56,853198,certifiee
2004,57,810637,certifiee
2004,58,615751,certifiee
2004,59,607001,certifiee
2004,60,590513,certifiee
2004,61,552704,certifiee
2004,62,495022,certifiee
2004,63,517287,certifiee
2004,64,545589,certifiee
2004,65,536843,certifiee
2004,66,532583,certifiee
2004,67,536712,certifiee
2004,68,527407,certifiee
2004,69,537152,certifiee
2004,70,520604,certifiee
2004,71,534249,certifiee
2004,72,519222,certifiee
2004,73,517080,certifiee
2004,74,482307,certifiee
2004,75,470962,certifiee
2004,76,449659,certifiee
2004,77,436881,certifiee
2004,78,419130,certifiee
2004,79,393529,certifiee
2004,80,376465,certifiee
2004,81,356681,certifiee
2004,82,344643,certifiee
2004,83,324146,certifiee
2004,84,181274,certifiee
2004,85,143864,certifiee
2004,86,116232,certifiee
2004,87,96525,certifiee
2004,88,103657,certifiee
2004,89,136754,certifiee
2004,90,114848,certifiee
2004,91,95171,certifiee
2004,92,72253,certifiee
2004,93,59060,certifiee
2004,94,43960,certifiee
2004,95,32681,certifiee
2004,96,22938,certifiee
2004,97,16472,certifiee
2004,98,10942,certifiee
2004,99,7327,certifiee
2005,100,4968,certifiee
2005,101,3287,certifiee
2005,102,2007,certifiee
2005,103,1405,certifiee
2005,104,922,certifiee
2005,50,859669,certifiee
2005,51,845433,certifiee
2005,52,861452,certifiee
2005,53,842430,certifiee
2005,54,875733,certifiee
2005,55,865019,certifiee
2005,56,864449,certifiee
2005,57,850708,certifiee
2005,58,808149,certifiee
2005,59,613326,certifiee
2005,60,603672,certifiee
2005,61,587369,certifiee
2005,62,549901,certifiee
2005,63,491410,certifiee
2005,64,513540,certifiee
2005,65,541023,certifiee
2005,66,532042,certifiee
2005,67,527190,certifiee
2005,68,531294,certifiee
2005,69,521347,certifiee
2005,70,529747,certifiee
2005,71,513099,certifiee
2005,72,526165,certifiee
2005,73,509723,certifiee
2005,74,506879,certifiee
2005,75,471500,certifiee
2005,76,459370,certifiee
2005,77,436927,certifiee
2005,78,423474,certifiee
2005,79,404326,certifiee
2005,80,377539,certifiee
2005,81,360038,certifiee
2005,82,338875,certifiee
2005,83,324746,certifiee
2005,84,303317,certifiee
2005,85,167244,certifiee
2005,86,132010,certifiee
2005,87,105444,certifiee
2005,88,86593,certifiee
2005,89,91239,certifiee
2005,90,118985,certifiee
2005,91,98100,certifiee
2005,92,79874,certifiee
2005,93,59218,certifiee
2005,94,47508,certifiee
2005,95,34340,certifiee
2005,96,24890,certifiee
2005,97,16925,certifiee
2005,98,11946,certifiee
2005,99,7713,certifiee
2006,100,5213,certifiee
2006,101,3164,certifiee
2006,102,2100,certifiee
2006,103,1229,certifiee
2006,104,847,certifiee
2006,50,855790,certifiee
2006,51,857064,certifiee
2006,52,843428,certifiee
2006,53,859760,certifiee
2006,54,839880,certifiee
2006,55,873239,certifiee
2006,56,862163,certifiee
2006,57,861536,certifiee
2006,58,847584,certifiee
2006,59,804861,certifiee
2006,60,610308,certifiee
2006,61,600014,certifiee
2006,62,583743,certifiee
2006,63,546523,certifiee
2006,64,487297,certifiee
2006,65,509268,certifiee
2006,66,535806,certifiee
2006,67,526550,certifiee
2006,68,521269,certifiee
2006,69,524789,certifiee
2006,70,514674,certifiee
2006,71,521517,certifiee
2006,72,504645,certifiee
2006,73,517094,certifiee
2006,74,499429,certifiee
2006,75,495751,certifiee
2006,76,459968,certifiee
2006,77,446699,certifiee
2006,78,423272,certifiee
2006,79,408517,certifiee
2006,80,388225,certifiee
2006,81,360156,certifiee
2006,82,341909,certifiee
2006,83,319602,certifiee
2006,84,303351,certifiee
2006,85,280925,certifiee
2006,86,152320,certifiee
2006,87,119397,certifiee
2006,88,94306,certifiee
2006,89,76353,certifiee
2006,90,78805,certifiee
2006,91,101095,certifiee
2006,92,81918,certifiee
2006,93,65177,certifiee
2006,94,47026,certifiee
2006,95,37143,certifiee
2006,96,25743,certifiee
2006,97,18040,certifiee
2006,98,11740,certifiee
2006,99,8189,certifiee
2007,100,5832,certifiee
2007,101,3351,certifiee
2007,102,2004,certifiee
2007,103,1332,certifiee
2007,104,780,certifiee
2007,50,861536,certifiee
2007,51,852568,certifiee
2007,52,855237,certifiee
2007,53,840976,certifiee
2007,54,855928,certifiee
2007,55,836528,certifiee
2007,56,870992,certifiee
2007,57,858972,certifiee
2007,58,857899,certifiee
2007,59,842882,certifiee
2007,60,799509,certifiee
2007,61,606311,certifiee
2007,62,594286,certifiee
2007,63,578202,certifiee
2007,64,541388,certifiee
2007,65,482144,certifiee
2007,66,502698,certifiee
2007,67,529623,certifiee
2007,68,519222,certifiee
2007,69,512966,certifiee
2007,70,516234,certifiee
2007,71,506067,certifiee
2007,72,511824,certifiee
2007,73,494822,certifiee
2007,74,505422,certifiee
2007,75,487245,certifiee
2007,76,483004,certifiee
2007,77,445872,certifiee
2007,78,431795,certifiee
2007,79,408355,certifiee
2007,80,391685,certifiee
2007,81,371203,certifiee
2007,82,341244,certifiee
2007,83,320431,certifiee
2007,84,298459,certifiee
2007,85,280915,certifiee
2007,86,257092,certifiee
2007,87,137660,certifiee
2007,88,106538,certifiee
2007,89,83131,certifiee
2007,90,66210,certifiee
2007,91,67095,certifiee
2007,92,84487,certifiee
2007,93,67118,certifiee
2007,94,51994,certifiee
2007,95,36820,certifiee
2007,96,28140,certifiee
2007,97,19065,certifiee
2007,98,13163,certifiee
2007,99,8203,certifiee
2008,100,5645,certifiee
2008,101,3834,certifiee
2008,102,2162,certifiee
2008,103,1191,certifiee
2008,104,852,certifiee
2008,50,865139,certifiee
2008,51,859342,certifiee
2008,52,851308,certifiee
2008,53,852451,certifiee
2008,54,837478,certifiee
2008,55,852692,certifiee
2008,56,833238,certifiee
2008,57,868773,certifiee
2008,58,855310,certifiee
2008,59,853305,certifiee
2008,60,837472,certifiee
2008,61,794468,certifiee
