# Qui finance chaque régime : cotisations, État, transferts, et ce
# que personne ne couvre
# source_id: cor_regimes
# unite: part du financement du régime pour l'année, en fraction
# fiabilite:
#   haute (2010-2070) : parts publiées par le COR dans les
#             compléments de son rapport annuel, et recontrôlées par
#             scripts/verifier_donnees.py contre son classeur.
#
# À QUOI CETTE SÉRIE SERT
# ------------------------
# À répondre à une question que structure_ressources_retraite.csv
# ne sait poser que pour le système entier : un scénario qui
# remplace tous les taux par 18 % déplace-t-il une charge vers
# l'ÉTAT ou vers les CAISSES ? La réponse dépend du régime. L'État
# finance 86 % de la fonction publique d'État par sa contribution
# d'équilibre, et 61 % de la SNCF par une subvention ; la CNRACL ne
# reçoit rien de lui et porte un besoin de financement que personne
# ne couvre — 7 % en 2023, 49 % en 2070.
#
# CE QU'IL FAUT SAVOIR AVANT DE S'EN SERVIR
# ------------------------------------------
# 1. LE MILLÉSIME. Ces parts viennent des compléments du rapport de
#    JUIN 2024, seul millésime publié : ni 2025 ni 2026 ne les ont
#    reconduits. Le reste du dépôt tourne sur le COR 2026. Mélanger
#    les deux coudrait deux exercices de projection.
# 2. LES ANNÉES. Six seulement — 2010, 2015, 2023, 2030, 2040, 2050
#    et 2070 selon les régimes — parce que le classeur ne publie
#    cette ventilation qu'à ces dates-là. Ce n'est pas une série
#    annuelle, et interpoler serait inventer.
# 3. LES PARTS NE SOMMENT PAS TOUJOURS À UN. Cent couples (régime,
#    année) sur 134 somment à un à un millième près ; les autres
#    s'en écartent jusqu'à onze pour cent. C'est ce que le classeur
#    publie, et on ne normalise pas.
# 4. LA FONCTION PUBLIQUE D'ÉTAT EST D'UN SEUL TENANT, civils et
#    militaires confondus, là où le reste du dépôt les sépare.
#
# Ne pas modifier ces valeurs à la main : elles seraient écrasées
# au prochain scripts/verifier_donnees.py --appliquer.
annee,regime,poste,part,fiabilite
2030,fonction_publique_etat,cotisations,0.108049,haute
2030,fonction_publique_etat,impots_et_taxes,0.000000,haute
2030,fonction_publique_etat,subventions_equilibre,0.000000,haute
2030,fonction_publique_etat,transferts,0.003891,haute
2030,fspoeie,autres_produits,0.000052,haute
2030,fspoeie,besoin_de_financement,0.000000,haute
2030,fspoeie,compensation_demographique,0.055704,haute
2030,fspoeie,cotisations,0.119643,haute
2030,fspoeie,impots_et_taxes,0.000000,haute
2030,fspoeie,subventions_equilibre,0.818372,haute
2030,fspoeie,transferts,0.000134,haute
2030,ircantec,autres_produits,0.115282,haute
2030,ircantec,besoin_de_financement,0.000000,haute
2030,ircantec,compensation_demographique,0.000000,haute
2030,ircantec,cotisations,0.817267,haute
2030,ircantec,impots_et_taxes,0.000000,haute
2030,ircantec,subventions_equilibre,0.000000,haute
2030,ircantec,transferts,0.062895,haute
2030,msa_exploitants,autres_produits,0.044870,haute
2030,msa_exploitants,besoin_de_financement,0.000000,haute
2030,msa_exploitants,compensation_demographique,0.333103,haute
2030,msa_exploitants,cotisations,0.189305,haute
2030,msa_exploitants,impots_et_taxes,0.428442,haute
2030,msa_exploitants,subventions_equilibre,0.000000,haute
2030,msa_exploitants,transferts,0.004280,haute
2030,msa_exploitants_complementaire,autres_produits,0.100194,haute
2030,msa_exploitants_complementaire,besoin_de_financement,0.000000,haute
2030,msa_exploitants_complementaire,compensation_demographique,0.000000,haute
2030,msa_exploitants_complementaire,cotisations,0.371905,haute
2030,msa_exploitants_complementaire,impots_et_taxes,0.527901,haute
2030,msa_exploitants_complementaire,subventions_equilibre,0.000000,haute
2030,msa_exploitants_complementaire,transferts,0.000000,haute
2030,msa_salaries,autres_produits,0.029627,haute
2030,msa_salaries,besoin_de_financement,0.000000,haute
2030,msa_salaries,compensation_demographique,0.280037,haute
2030,msa_salaries,cotisations,0.394122,haute
2030,msa_salaries,impots_et_taxes,0.038737,haute
2030,msa_salaries,subventions_equilibre,0.000000,haute
2030,msa_salaries,transferts,0.257477,haute
2030,ratp,autres_produits,0.003467,haute
2030,ratp,besoin_de_financement,0.000000,haute
2030,ratp,compensation_demographique,0.000000,haute
2030,ratp,cotisations,0.204364,haute
2030,ratp,impots_et_taxes,0.000000,haute
2030,ratp,subventions_equilibre,0.786921,haute
2030,ratp,transferts,0.000000,haute
2030,rci_complementaire,autres_produits,0.214570,haute
2030,rci_complementaire,besoin_de_financement,0.000000,haute
2030,rci_complementaire,compensation_demographique,0.000000,haute
2030,rci_complementaire,cotisations,0.785430,haute
2030,rci_complementaire,impots_et_taxes,0.000000,haute
2030,rci_complementaire,subventions_equilibre,0.000000,haute
2030,rci_complementaire,transferts,0.000000,haute
2030,sncf,autres_produits,0.005694,haute
2030,sncf,besoin_de_financement,0.000000,haute
2030,sncf,compensation_demographique,0.026949,haute
2030,sncf,cotisations,0.295879,haute
2030,sncf,impots_et_taxes,0.000000,haute
2030,sncf,subventions_equilibre,0.669311,haute
2030,sncf,transferts,0.000045,haute
2040,agirc_arrco,autres_produits,0.033486,haute
2040,agirc_arrco,besoin_de_financement,0.000000,haute
2040,agirc_arrco,compensation_demographique,0.000000,haute
2040,agirc_arrco,cotisations,0.860206,haute
2040,agirc_arrco,impots_et_taxes,0.066563,haute
2040,agirc_arrco,subventions_equilibre,0.000000,haute
2040,agirc_arrco,transferts,0.039746,haute
2040,banque_de_france,autres_produits,0.485797,haute
2040,banque_de_france,besoin_de_financement,0.000000,haute
2040,banque_de_france,compensation_demographique,0.023847,haute
2040,banque_de_france,contribution_equilibre_etat,0.456390,haute
2040,banque_de_france,cotisations,0.034040,haute
2040,banque_de_france,impots_et_taxes,0.000000,haute
2040,banque_de_france,transferts,0.000000,haute
2040,canssm,autres_produits,0.007100,haute
2040,canssm,besoin_de_financement,0.000000,haute
2040,canssm,compensation_demographique,0.161989,haute
2040,canssm,cotisations,0.001444,haute
2040,canssm,impots_et_taxes,0.004342,haute
2040,canssm,subventions_equilibre,0.824994,haute
2040,canssm,transferts,0.000000,haute
2040,cnav,autres_produits,-0.000161,haute
2040,cnav,besoin_de_financement,0.106968,haute
2040,cnav,compensation_demographique,0.000000,haute
2040,cnav,cotisations,0.609299,haute
2040,cnav,impots_et_taxes,0.141598,haute
2040,cnav,subventions_equilibre,0.000000,haute
2040,cnav,transferts,0.142296,haute
2040,cnavpl,autres_produits,0.072166,haute
2040,cnavpl,besoin_de_financement,0.000000,haute
2040,cnavpl,compensation_demographique,0.258817,haute
2040,cnavpl,cotisations,0.602482,haute
2040,cnavpl,impots_et_taxes,0.011623,haute
2040,cnavpl,subventions_equilibre,0.000000,haute
2040,cnavpl,transferts,0.054571,haute
2040,cnavpl_complementaire,autres_produits,0.129513,haute
2040,cnavpl_complementaire,besoin_de_financement,0.000000,haute
2040,cnavpl_complementaire,compensation_demographique,0.000000,haute
2040,cnavpl_complementaire,cotisations,0.870487,haute
2040,cnavpl_complementaire,impots_et_taxes,0.000000,haute
2040,cnavpl_complementaire,subventions_equilibre,0.000000,haute
2040,cnavpl_complementaire,transferts,0.000000,haute
2040,cnbf,autres_produits,0.049173,haute
2040,cnbf,besoin_de_financement,0.210196,haute
2040,cnbf,compensation_demographique,0.000000,haute
2040,cnbf,cotisations,0.586237,haute
2040,cnbf,impots_et_taxes,0.154394,haute
2040,cnbf,subventions_equilibre,0.000000,haute
2040,cnbf,transferts,0.000000,haute
2040,cnieg,autres_produits,0.000000,haute
2040,cnieg,besoin_de_financement,0.000000,haute
2040,cnieg,compensation_demographique,0.014562,haute
2040,cnieg,cotisations,0.343650,haute
2040,cnieg,impots_et_taxes,0.124852,haute
2040,cnieg,subventions_equilibre,0.000000,haute
2040,cnieg,transferts,0.516936,haute
2040,cnracl,autres_produits,0.000180,haute
2040,cnracl,besoin_de_financement,0.375178,haute
2040,cnracl,compensation_demographique,0.019771,haute
2040,cnracl,cotisations,0.584260,haute
2040,cnracl,impots_et_taxes,0.000000,haute
2040,cnracl,subventions_equilibre,0.000000,haute
2040,cnracl,transferts,0.016969,haute
2040,crpcen,autres_produits,0.074250,haute
2040,crpcen,besoin_de_financement,0.192522,haute
2040,crpcen,compensation_demographique,0.116665,haute
2040,crpcen,cotisations,0.616438,haute
2040,crpcen,impots_et_taxes,0.000000,haute
2040,crpcen,subventions_equilibre,0.000000,haute
2040,crpcen,transferts,0.000126,haute
2040,crpnpac,autres_produits,0.096198,haute
2040,crpnpac,besoin_de_financement,0.104535,haute
2040,crpnpac,compensation_demographique,0.000000,haute
2040,crpnpac,cotisations,0.799266,haute
2040,crpnpac,impots_et_taxes,0.000000,haute
2040,crpnpac,subventions_equilibre,0.000000,haute
2040,crpnpac,transferts,0.000000,haute
2040,enim,autres_produits,0.013475,haute
2040,enim,besoin_de_financement,0.000000,haute
2040,enim,compensation_demographique,0.057264,haute
2040,enim,cotisations,0.169868,haute
2040,enim,impots_et_taxes,0.052918,haute
2040,enim,subventions_equilibre,0.705680,haute
2040,enim,transferts,0.002829,haute
2040,erafp,autres_produits,0.634539,haute
2040,erafp,besoin_de_financement,0.000000,haute
2040,erafp,compensation_demographique,0.000000,haute
2040,erafp,cotisations,0.365461,haute
2040,erafp,impots_et_taxes,0.000000,haute
2040,erafp,subventions_equilibre,0.000000,haute
2040,erafp,transferts,0.000000,haute
2040,fonction_publique_etat,autres_produits,0.000587,haute
2040,fonction_publique_etat,besoin_de_financement,0.000000,haute
2040,fonction_publique_etat,compensation_demographique,0.020321,haute
2040,fonction_publique_etat,contribution_equilibre_etat,0.855478,haute
2040,fonction_publique_etat,cotisations,0.122404,haute
2040,fonction_publique_etat,impots_et_taxes,0.000000,haute
2040,fonction_publique_etat,subventions_equilibre,0.000000,haute
2040,fonction_publique_etat,transferts,0.001211,haute
2040,fspoeie,autres_produits,0.000000,haute
2040,fspoeie,besoin_de_financement,0.000000,haute
2040,fspoeie,compensation_demographique,0.073313,haute
2040,fspoeie,cotisations,0.070208,haute
2040,fspoeie,impots_et_taxes,0.000000,haute
2040,fspoeie,subventions_equilibre,0.852627,haute
2040,fspoeie,transferts,0.000000,haute
2040,ircantec,autres_produits,0.084054,haute
2040,ircantec,besoin_de_financement,0.063212,haute
2040,ircantec,compensation_demographique,0.000000,haute
2040,ircantec,cotisations,0.770547,haute
2040,ircantec,impots_et_taxes,0.000000,haute
2040,ircantec,subventions_equilibre,0.000000,haute
2040,ircantec,transferts,0.074234,haute
2040,msa_exploitants,autres_produits,0.042979,haute
2040,msa_exploitants,besoin_de_financement,0.000000,haute
2040,msa_exploitants,compensation_demographique,0.253210,haute
2040,msa_exploitants,cotisations,0.210963,haute
2040,msa_exploitants,impots_et_taxes,0.489097,haute
2040,msa_exploitants,subventions_equilibre,0.000000,haute
2040,msa_exploitants,transferts,0.003751,haute
2040,msa_exploitants_complementaire,autres_produits,0.103660,haute
2040,msa_exploitants_complementaire,besoin_de_financement,0.000000,haute
2040,msa_exploitants_complementaire,compensation_demographique,0.000000,haute
2040,msa_exploitants_complementaire,cotisations,0.365209,haute
2040,msa_exploitants_complementaire,impots_et_taxes,0.531131,haute
2040,msa_exploitants_complementaire,subventions_equilibre,0.000000,haute
2040,msa_exploitants_complementaire,transferts,0.000000,haute
2040,msa_salaries,autres_produits,0.025024,haute
2040,msa_salaries,besoin_de_financement,0.000000,haute
2040,msa_salaries,compensation_demographique,0.173925,haute
2040,msa_salaries,cotisations,0.311799,haute
2040,msa_salaries,impots_et_taxes,0.031589,haute
2040,msa_salaries,subventions_equilibre,0.000000,haute
2040,msa_salaries,transferts,0.457663,haute
2040,ratp,autres_produits,0.002835,haute
2040,ratp,besoin_de_financement,0.000000,haute
2040,ratp,compensation_demographique,0.000000,haute
2040,ratp,cotisations,0.131056,haute
2040,ratp,impots_et_taxes,0.000000,haute
2040,ratp,subventions_equilibre,0.859215,haute
2040,ratp,transferts,0.000000,haute
2040,rci_complementaire,autres_produits,0.194512,haute
2040,rci_complementaire,besoin_de_financement,0.030093,haute
2040,rci_complementaire,compensation_demographique,0.000000,haute
2040,rci_complementaire,cotisations,0.775395,haute
2040,rci_complementaire,impots_et_taxes,0.000000,haute
2040,rci_complementaire,subventions_equilibre,0.000000,haute
2040,rci_complementaire,transferts,0.000000,haute
2040,sncf,autres_produits,0.003957,haute
2040,sncf,besoin_de_financement,0.000000,haute
2040,sncf,compensation_demographique,0.034102,haute
2040,sncf,cotisations,0.196328,haute
2040,sncf,impots_et_taxes,0.000000,haute
2040,sncf,subventions_equilibre,0.754801,haute
2040,sncf,transferts,0.000031,haute
2050,agirc_arrco,autres_produits,0.047295,haute
2050,agirc_arrco,besoin_de_financement,0.000000,haute
2050,agirc_arrco,compensation_demographique,0.000000,haute
2050,agirc_arrco,cotisations,0.848771,haute
2050,agirc_arrco,impots_et_taxes,0.068718,haute
2050,agirc_arrco,subventions_equilibre,0.000000,haute
2050,agirc_arrco,transferts,0.035217,haute
2050,banque_de_france,autres_produits,0.538730,haute
2050,banque_de_france,besoin_de_financement,0.000000,haute
2050,banque_de_france,compensation_demographique,0.021139,haute
2050,banque_de_france,contribution_equilibre_etat,0.409886,haute
2050,banque_de_france,cotisations,0.030572,haute
2050,banque_de_france,impots_et_taxes,0.000000,haute
2050,banque_de_france,transferts,0.000000,haute
2050,canssm,autres_produits,0.007272,haute
2050,canssm,besoin_de_financement,0.000000,haute
2050,canssm,compensation_demographique,0.130188,haute
2050,canssm,cotisations,0.000365,haute
2050,canssm,impots_et_taxes,0.004349,haute
2050,canssm,subventions_equilibre,0.857708,haute
2050,canssm,transferts,0.000000,haute
2050,cnav,autres_produits,0.003937,haute
2050,cnav,besoin_de_financement,0.145531,haute
2050,cnav,compensation_demographique,0.000000,haute
2050,cnav,cotisations,0.583242,haute
2050,cnav,impots_et_taxes,0.135000,haute
2050,cnav,subventions_equilibre,0.000000,haute
2050,cnav,transferts,0.132290,haute
2050,cnavpl,autres_produits,0.112850,haute
2050,cnavpl,besoin_de_financement,0.000000,haute
2050,cnavpl,compensation_demographique,0.305387,haute
2050,cnavpl,cotisations,0.513977,haute
2050,cnavpl,impots_et_taxes,0.009915,haute
2050,cnavpl,subventions_equilibre,0.000000,haute
2050,cnavpl,transferts,0.057782,haute
2050,cnavpl_complementaire,autres_produits,0.130088,haute
2050,cnavpl_complementaire,besoin_de_financement,0.000000,haute
2050,cnavpl_complementaire,compensation_demographique,0.000000,haute
2050,cnavpl_complementaire,cotisations,0.869912,haute
2050,cnavpl_complementaire,impots_et_taxes,0.000000,haute
2050,cnavpl_complementaire,subventions_equilibre,0.000000,haute
2050,cnavpl_complementaire,transferts,0.000000,haute
2050,cnbf,autres_produits,0.000000,haute
2050,cnbf,besoin_de_financement,0.476153,haute
2050,cnbf,compensation_demographique,0.000000,haute
2050,cnbf,cotisations,0.376382,haute
2050,cnbf,impots_et_taxes,0.147464,haute
2050,cnbf,subventions_equilibre,0.000000,haute
2050,cnbf,transferts,0.000000,haute
2050,cnieg,autres_produits,0.000000,haute
2050,cnieg,besoin_de_financement,0.000000,haute
2050,cnieg,compensation_demographique,0.025881,haute
2050,cnieg,cotisations,0.297646,haute
2050,cnieg,impots_et_taxes,0.087666,haute
2050,cnieg,subventions_equilibre,0.000000,haute
2050,cnieg,transferts,0.588807,haute
2050,cnracl,autres_produits,0.000154,haute
2050,cnracl,besoin_de_financement,0.421385,haute
2050,cnracl,compensation_demographique,0.021853,haute
2050,cnracl,cotisations,0.544995,haute
2050,cnracl,impots_et_taxes,0.000000,haute
2050,cnracl,subventions_equilibre,0.000000,haute
2050,cnracl,transferts,0.008695,haute
2050,crpcen,autres_produits,0.014957,haute
2050,crpcen,besoin_de_financement,0.357160,haute
2050,crpcen,compensation_demographique,0.140495,haute
2050,crpcen,cotisations,0.487256,haute
2050,crpcen,impots_et_taxes,0.000000,haute
2050,crpcen,subventions_equilibre,0.000000,haute
2050,crpcen,transferts,0.000134,haute
2050,crpnpac,autres_produits,0.083550,haute
2050,crpnpac,besoin_de_financement,0.000000,haute
2050,crpnpac,compensation_demographique,0.000000,haute
2050,crpnpac,cotisations,0.916450,haute
2050,crpnpac,impots_et_taxes,0.000000,haute
2050,crpnpac,subventions_equilibre,0.000000,haute
2050,crpnpac,transferts,0.000000,haute
2050,enim,autres_produits,0.014901,haute
2050,enim,besoin_de_financement,0.000000,haute
2050,enim,compensation_demographique,0.048372,haute
2050,enim,cotisations,0.186858,haute
2050,enim,impots_et_taxes,0.058306,haute
2050,enim,subventions_equilibre,0.691049,haute
2050,enim,transferts,0.002446,haute
2050,erafp,autres_produits,0.735028,haute
2050,erafp,besoin_de_financement,0.000000,haute
2050,erafp,compensation_demographique,0.000000,haute
2050,erafp,cotisations,0.264972,haute
2050,erafp,impots_et_taxes,0.000000,haute
2050,erafp,subventions_equilibre,0.000000,haute
2050,erafp,transferts,0.000000,haute
2050,fonction_publique_etat,autres_produits,0.000653,haute
2050,fonction_publique_etat,besoin_de_financement,0.000000,haute
2050,fonction_publique_etat,compensation_demographique,0.015879,haute
2050,fonction_publique_etat,contribution_equilibre_etat,0.833585,haute
2050,fonction_publique_etat,cotisations,0.148942,haute
2050,fonction_publique_etat,impots_et_taxes,0.000000,haute
2050,fonction_publique_etat,subventions_equilibre,0.000000,haute
2050,fonction_publique_etat,transferts,0.000942,haute
2050,fspoeie,autres_produits,0.000000,haute
2050,fspoeie,besoin_de_financement,0.000000,haute
2050,fspoeie,compensation_demographique,0.090767,haute
2050,fspoeie,cotisations,0.049381,haute
2050,fspoeie,impots_et_taxes,0.000000,haute
2050,fspoeie,subventions_equilibre,0.858291,haute
2050,fspoeie,transferts,0.000000,haute
2050,ircantec,autres_produits,0.033285,haute
2050,ircantec,besoin_de_financement,0.191788,haute
2050,ircantec,compensation_demographique,0.000000,haute
2050,ircantec,cotisations,0.709056,haute
2050,ircantec,impots_et_taxes,0.000000,haute
2050,ircantec,subventions_equilibre,0.000000,haute
2050,ircantec,transferts,0.059165,haute
2050,msa_exploitants,autres_produits,0.042674,haute
2050,msa_exploitants,besoin_de_financement,0.000000,haute
2050,msa_exploitants,compensation_demographique,0.176545,haute
2050,msa_exploitants,cotisations,0.237078,haute
2050,msa_exploitants,impots_et_taxes,0.540495,haute
2050,msa_exploitants,subventions_equilibre,0.000000,haute
2050,msa_exploitants,transferts,0.003208,haute
2050,msa_exploitants_complementaire,autres_produits,0.141247,haute
2050,msa_exploitants_complementaire,besoin_de_financement,0.000000,haute
2050,msa_exploitants_complementaire,compensation_demographique,0.000000,haute
2050,msa_exploitants_complementaire,cotisations,0.353385,haute
2050,msa_exploitants_complementaire,impots_et_taxes,0.505368,haute
2050,msa_exploitants_complementaire,subventions_equilibre,0.000000,haute
2050,msa_exploitants_complementaire,transferts,0.000000,haute
2050,msa_salaries,autres_produits,0.022392,haute
2050,msa_salaries,besoin_de_financement,0.000000,haute
2050,msa_salaries,compensation_demographique,0.109597,haute
2050,msa_salaries,cotisations,0.267511,haute
2050,msa_salaries,impots_et_taxes,0.028081,haute
2050,msa_salaries,subventions_equilibre,0.000000,haute
2050,msa_salaries,transferts,0.572419,haute
2050,ratp,autres_produits,0.002540,haute
2050,ratp,besoin_de_financement,0.000000,haute
2050,ratp,compensation_demographique,0.003948,haute
2050,ratp,cotisations,0.070375,haute
2050,ratp,impots_et_taxes,0.000000,haute
2050,ratp,subventions_equilibre,0.916475,haute
2050,ratp,transferts,0.000000,haute
2050,rci_complementaire,autres_produits,0.153076,haute
2050,rci_complementaire,besoin_de_financement,0.128418,haute
2050,rci_complementaire,compensation_demographique,0.000000,haute
2050,rci_complementaire,cotisations,0.718506,haute
2050,rci_complementaire,impots_et_taxes,0.000000,haute
2050,rci_complementaire,subventions_equilibre,0.000000,haute
2050,rci_complementaire,transferts,0.000000,haute
2050,sncf,autres_produits,0.001824,haute
2050,sncf,besoin_de_financement,0.000000,haute
2050,sncf,compensation_demographique,0.044550,haute
2050,sncf,cotisations,0.083151,haute
2050,sncf,impots_et_taxes,0.000000,haute
2050,sncf,subventions_equilibre,0.858141,haute
2050,sncf,transferts,0.000014,haute
2070,agirc_arrco,autres_produits,0.105051,haute
2070,agirc_arrco,besoin_de_financement,0.000000,haute
2070,agirc_arrco,compensation_demographique,0.000000,haute
2070,agirc_arrco,cotisations,0.801172,haute
2070,agirc_arrco,impots_et_taxes,0.065495,haute
2070,agirc_arrco,subventions_equilibre,0.000000,haute
2070,agirc_arrco,transferts,0.028282,haute
2070,banque_de_france,autres_produits,0.687324,haute
2070,banque_de_france,besoin_de_financement,0.000000,haute
2070,banque_de_france,compensation_demographique,0.009554,haute
2070,banque_de_france,contribution_equilibre_etat,0.282456,haute
2070,banque_de_france,cotisations,0.021067,haute
2070,banque_de_france,impots_et_taxes,0.000000,haute
2070,banque_de_france,transferts,0.000000,haute
2070,canssm,autres_produits,0.008292,haute
2070,canssm,besoin_de_financement,0.000000,haute
2070,canssm,compensation_demographique,0.068997,haute
2070,canssm,cotisations,0.000000,haute
2070,canssm,impots_et_taxes,0.004360,haute
2070,canssm,subventions_equilibre,0.918351,haute
2070,canssm,transferts,0.000000,haute
2070,cnav,autres_produits,0.011540,haute
2070,cnav,besoin_de_financement,0.192542,haute
2070,cnav,compensation_demographique,0.000000,haute
2070,cnav,cotisations,0.551158,haute
2070,cnav,impots_et_taxes,0.126899,haute
2070,cnav,subventions_equilibre,0.000000,haute
2070,cnav,transferts,0.117862,haute
2070,cnavpl,autres_produits,0.223068,haute
2070,cnavpl,besoin_de_financement,0.000000,haute
2070,cnavpl,compensation_demographique,0.328592,haute
2070,cnavpl,cotisations,0.387050,haute
2070,cnavpl,impots_et_taxes,0.007467,haute
2070,cnavpl,subventions_equilibre,0.000000,haute
2070,cnavpl,transferts,0.053837,haute
2070,cnavpl_complementaire,autres_produits,0.181893,haute
2070,cnavpl_complementaire,besoin_de_financement,0.000000,haute
2070,cnavpl_complementaire,compensation_demographique,0.000000,haute
2070,cnavpl_complementaire,cotisations,0.818107,haute
2070,cnavpl_complementaire,impots_et_taxes,0.000000,haute
2070,cnavpl_complementaire,subventions_equilibre,0.000000,haute
2070,cnavpl_complementaire,transferts,0.000000,haute
2070,cnbf,autres_produits,0.000000,haute
2070,cnbf,besoin_de_financement,0.576395,haute
2070,cnbf,compensation_demographique,0.000000,haute
2070,cnbf,cotisations,0.287951,haute
2070,cnbf,impots_et_taxes,0.135654,haute
2070,cnbf,subventions_equilibre,0.000000,haute
2070,cnbf,transferts,0.000000,haute
2070,cnieg,autres_produits,0.000000,haute
2070,cnieg,besoin_de_financement,0.000000,haute
2070,cnieg,compensation_demographique,0.047207,haute
2070,cnieg,cotisations,0.165831,haute
2070,cnieg,impots_et_taxes,0.012625,haute
2070,cnieg,subventions_equilibre,0.000000,haute
2070,cnieg,transferts,0.774337,haute
2070,cnracl,autres_produits,0.000118,haute
2070,cnracl,besoin_de_financement,0.486139,haute
2070,cnracl,compensation_demographique,0.013193,haute
2070,cnracl,cotisations,0.499074,haute
2070,cnracl,impots_et_taxes,0.000000,haute
2070,cnracl,subventions_equilibre,0.000000,haute
2070,cnracl,transferts,0.000502,haute
2070,crpcen,autres_produits,0.019721,haute
2070,crpcen,besoin_de_financement,0.183139,haute
2070,crpcen,compensation_demographique,0.177677,haute
2070,crpcen,cotisations,0.619330,haute
2070,crpcen,impots_et_taxes,0.000000,haute
2070,crpcen,subventions_equilibre,0.000000,haute
2070,crpcen,transferts,0.000133,haute
2070,crpnpac,autres_produits,0.177302,haute
2070,crpnpac,besoin_de_financement,0.000000,haute
2070,crpnpac,compensation_demographique,0.000000,haute
2070,crpnpac,cotisations,0.822698,haute
2070,crpnpac,impots_et_taxes,0.000000,haute
2070,crpnpac,subventions_equilibre,0.000000,haute
2070,crpnpac,transferts,0.000000,haute
2070,enim,autres_produits,0.015692,haute
2070,enim,besoin_de_financement,0.000000,haute
2070,enim,compensation_demographique,0.036500,haute
2070,enim,cotisations,0.211784,haute
2070,enim,impots_et_taxes,0.066743,haute
2070,enim,subventions_equilibre,0.667502,haute
2070,enim,transferts,0.001882,haute
2070,erafp,autres_produits,0.807256,haute
2070,erafp,besoin_de_financement,0.000000,haute
2070,erafp,compensation_demographique,0.000000,haute
2070,erafp,cotisations,0.192744,haute
2070,erafp,impots_et_taxes,0.000000,haute
2070,erafp,subventions_equilibre,0.000000,haute
2070,erafp,transferts,0.000000,haute
2070,fonction_publique_etat,autres_produits,0.000642,haute
2070,fonction_publique_etat,besoin_de_financement,0.000000,haute
2070,fonction_publique_etat,compensation_demographique,0.011375,haute
2070,fonction_publique_etat,contribution_equilibre_etat,0.812737,haute
2070,fonction_publique_etat,cotisations,0.174155,haute
2070,fonction_publique_etat,impots_et_taxes,0.000000,haute
2070,fonction_publique_etat,subventions_equilibre,0.000000,haute
2070,fonction_publique_etat,transferts,0.001092,haute
2070,fspoeie,autres_produits,0.000000,haute
2070,fspoeie,besoin_de_financement,0.000000,haute
2070,fspoeie,compensation_demographique,0.139594,haute
2070,fspoeie,cotisations,0.007619,haute
2070,fspoeie,impots_et_taxes,0.000000,haute
2070,fspoeie,subventions_equilibre,0.850758,haute
2070,fspoeie,transferts,0.000000,haute
2070,ircantec,autres_produits,0.007192,haute
2070,ircantec,besoin_de_financement,0.355411,haute
2070,ircantec,compensation_demographique,0.000000,haute
2070,ircantec,cotisations,0.616214,haute
2070,ircantec,impots_et_taxes,0.000000,haute
2070,ircantec,subventions_equilibre,0.000000,haute
2070,ircantec,transferts,0.019784,haute
2070,msa_exploitants,autres_produits,0.040418,haute
2070,msa_exploitants,besoin_de_financement,0.000000,haute
2070,msa_exploitants,compensation_demographique,0.080558,haute
2070,msa_exploitants,cotisations,0.271505,haute
2070,msa_exploitants,impots_et_taxes,0.605391,haute
2070,msa_exploitants,subventions_equilibre,0.000000,haute
2070,msa_exploitants,transferts,0.002128,haute
2070,msa_exploitants_complementaire,autres_produits,0.280702,haute
2070,msa_exploitants_complementaire,besoin_de_financement,0.000000,haute
2070,msa_exploitants_complementaire,compensation_demographique,0.000000,haute
2070,msa_exploitants_complementaire,cotisations,0.299888,haute
2070,msa_exploitants_complementaire,impots_et_taxes,0.419410,haute
2070,msa_exploitants_complementaire,subventions_equilibre,0.000000,haute
2070,msa_exploitants_complementaire,transferts,0.000000,haute
2070,msa_salaries,autres_produits,0.020952,haute
2070,msa_salaries,besoin_de_financement,0.000000,haute
2070,msa_salaries,compensation_demographique,0.089215,haute
2070,msa_salaries,cotisations,0.249545,haute
2070,msa_salaries,impots_et_taxes,0.028580,haute
2070,msa_salaries,subventions_equilibre,0.000000,haute
2070,msa_salaries,transferts,0.611709,haute
2070,ratp,autres_produits,0.002969,haute
2070,ratp,besoin_de_financement,0.000000,haute
2070,ratp,compensation_demographique,0.073444,haute
2070,ratp,cotisations,0.000049,haute
2070,ratp,impots_et_taxes,0.000000,haute
2070,ratp,subventions_equilibre,0.923474,haute
2070,ratp,transferts,0.000000,haute
2070,rci_complementaire,autres_produits,0.061765,haute
2070,rci_complementaire,besoin_de_financement,0.232961,haute
2070,rci_complementaire,compensation_demographique,0.000000,haute
2070,rci_complementaire,cotisations,0.705274,haute
2070,rci_complementaire,impots_et_taxes,0.000000,haute
2070,rci_complementaire,subventions_equilibre,0.000000,haute
2070,rci_complementaire,transferts,0.000000,haute
2070,sncf,autres_produits,0.000000,haute
2070,sncf,besoin_de_financement,0.000000,haute
2070,sncf,compensation_demographique,0.054719,haute
2070,sncf,cotisations,0.000000,haute
2070,sncf,impots_et_taxes,0.000000,haute
2070,sncf,subventions_equilibre,0.945281,haute
2070,sncf,transferts,0.000000,haute
