# Cotisants de chaque régime, observés puis projetés
# source_id: cor_regimes
# unite: personnes
# fiabilite:
#   haute (2010-2070) : effectifs publiés par le COR dans les
#             compléments de son rapport annuel, et recontrôlés par
#             scripts/verifier_donnees.py contre son classeur.
#
# À QUOI CETTE SÉRIE SERT
# ------------------------
# À PONDÉRER les cas types du côté de la RECETTE. La page « Coût »
# fait réagir la recette du système 4 par un rapport de cotisations
# calculé sur la grille des cas types ; chaque cas type y pesait
# jusqu'ici le nombre de RETRAITÉS de sa caisse, faute d'une série
# de cotisants, ce qui surreprésentait les régimes qui s'éteignent.
# Cette série donne les cotisants, et les projette : la SNCF n'en a
# plus aucun en 2070, la CNIEG cinquante et un.
#
# CE QU'IL FAUT SAVOIR AVANT DE S'EN SERVIR
# ------------------------------------------
# 1. LE MILLÉSIME. Ces effectifs viennent des compléments du rapport
#    de JUIN 2024, seul millésime publié : ni 2025 ni 2026 ne les
#    ont reconduits. Le reste du dépôt tourne sur le COR 2026.
# 2. L'ANNÉE DE DÉPART VARIE d'une caisse à l'autre : 2010 le plus
#    souvent, 2015 pour la fonction publique d'État, 2019 pour le
#    RCI, 2023 pour la CNRACL. Hors de la fenêtre de chaque caisse,
#    la valeur de bord est reconduite au niveau « estimée ».
# 3. UN COTISANT DE CAISSE N'EST PAS UNE PERSONNE : un polyaffilié
#    compte dans chacune de ses caisses. Les poids qu'on en tire sont
#    RELATIFS, comme ceux des retraités.
# 4. LA FONCTION PUBLIQUE D'ÉTAT EST D'UN SEUL TENANT, civils et
#    militaires confondus. Le partage entre les deux cas types qui
#    la réclament est une décision du modèle, écrite dans
#    donnees/cotisants.py.
#
# Ne pas modifier ces valeurs à la main : elles seraient écrasées
# au prochain scripts/verifier_donnees.py --appliquer.
annee,caisse,cotisants,fiabilite
2044,crpcen,17652,haute
2044,crpnpac,86480,haute
2044,enim,25607,haute
2044,erafp,4950860,haute
2044,fonction_publique_etat,1961690,haute
2044,fspoeie,3,haute
2044,ircantec,3172626,haute
2044,msa_exploitants,338691,haute
2044,msa_salaries,834290,haute
2044,ratp,9928,haute
2044,rci_complementaire,1907091,haute
2044,sncf,34168,haute
2045,agirc_arrco,21845369,haute
2045,banque_de_france,1415,haute
2045,canssm,43,haute
2045,cnav,24099834,haute
2045,cnavpl,708944,haute
2045,cnbf,73469,haute
2045,cnieg,63417,haute
2045,cnracl,2186113,haute
2045,crpcen,16367,haute
2045,crpnpac,89425,haute
2045,enim,25432,haute
2045,erafp,4945476,haute
2045,fonction_publique_etat,1957704,haute
2045,fspoeie,3,haute
2045,ircantec,3170048,haute
2045,msa_exploitants,335914,haute
2045,msa_salaries,835616,haute
2045,ratp,9312,haute
2045,rci_complementaire,1904855,haute
2045,sncf,31033,haute
2046,agirc_arrco,21808748,haute
2046,banque_de_france,1224,haute
2046,canssm,34,haute
2046,cnav,24069764,haute
2046,cnavpl,708320,haute
2046,cnbf,73438,haute
2046,cnieg,59603,haute
2046,cnracl,2180761,haute
2046,crpcen,15132,haute
2046,crpnpac,92502,haute
2046,enim,25262,haute
2046,erafp,4937512,haute
2046,fonction_publique_etat,1952945,haute
2046,fspoeie,3,haute
2046,ircantec,3165571,haute
2046,msa_exploitants,333261,haute
2046,msa_salaries,836943,haute
2046,ratp,8658,haute
2046,rci_complementaire,1900842,haute
2046,sncf,27935,haute
2047,agirc_arrco,21765520,haute
2047,banque_de_france,1054,haute
2047,canssm,27,haute
2047,cnav,24042633,haute
2047,cnavpl,707436,haute
2047,cnbf,73402,haute
2047,cnieg,55730,haute
2047,cnracl,2175673,haute
2047,crpcen,13926,haute
2047,crpnpac,95716,haute
2047,enim,25083,haute
2047,erafp,4927477,haute
2047,fonction_publique_etat,1948722,haute
2047,fspoeie,2,haute
2047,ircantec,3161852,haute
2047,msa_exploitants,330730,haute
2047,msa_salaries,838273,haute
2047,ratp,8017,haute
2047,rci_complementaire,1897068,haute
2047,sncf,24802,haute
2048,agirc_arrco,21725927,haute
2048,banque_de_france,872,haute
2048,canssm,21,haute
2048,cnav,24067795,haute
2048,cnavpl,706206,haute
2048,cnbf,73402,haute
2048,cnieg,51748,haute
2048,cnracl,2171183,haute
2048,crpcen,12838,haute
2048,crpnpac,99114,haute
2048,enim,24900,haute
2048,erafp,4918375,haute
2048,fonction_publique_etat,1944250,haute
2048,fspoeie,2,haute
2048,ircantec,3159042,haute
2048,msa_exploitants,328318,haute
2048,msa_salaries,839605,haute
2048,ratp,7391,haute
2048,rci_complementaire,1893731,haute
2048,sncf,21674,haute
2049,agirc_arrco,21686047,haute
2049,banque_de_france,675,haute
2049,canssm,16,haute
2049,cnav,24070041,haute
2049,cnavpl,704617,haute
2049,cnbf,73366,haute
2049,cnieg,47616,haute
2049,cnracl,2167678,haute
2049,crpcen,11650,haute
2049,crpnpac,102677,haute
2049,enim,24727,haute
2049,erafp,4910938,haute
2049,fonction_publique_etat,1941560,haute
2049,fspoeie,2,haute
2049,ircantec,3157855,haute
2049,msa_exploitants,326023,haute
2049,msa_salaries,840939,haute
2049,ratp,6755,haute
2049,rci_complementaire,1891423,haute
2049,sncf,18599,haute
2050,agirc_arrco,21646406,haute
2050,banque_de_france,521,haute
2050,canssm,11,haute
2050,cnav,23899752,haute
2050,cnavpl,702780,haute
2050,cnbf,73393,haute
2050,cnieg,43269,haute
2050,cnracl,2163454,haute
2050,crpcen,10193,haute
2050,crpnpac,106459,haute
2050,enim,24554,haute
2050,erafp,4903713,haute
2050,fonction_publique_etat,1937690,haute
2050,fspoeie,2,haute
2050,ircantec,3155900,haute
2050,msa_exploitants,323844,haute
2050,msa_salaries,842274,haute
2050,ratp,6116,haute
2050,rci_complementaire,1888332,haute
2050,sncf,15633,haute
2051,agirc_arrco,21611375,haute
2051,banque_de_france,379,haute
2051,canssm,8,haute
2051,cnav,23869120,haute
2051,cnavpl,700771,haute
2051,cnbf,73353,haute
2051,cnieg,38760,haute
2051,cnracl,2159054,haute
2051,crpcen,8857,haute
2051,crpnpac,107708,haute
2051,enim,24397,haute
2051,erafp,4895409,haute
2051,fonction_publique_etat,1933160,haute
2051,fspoeie,2,haute
2051,ircantec,3154225,haute
2051,msa_exploitants,321777,haute
2051,msa_salaries,843612,haute
2051,ratp,5511,haute
2051,rci_complementaire,1885249,haute
2051,sncf,12787,haute
2052,agirc_arrco,21579219,haute
2052,banque_de_france,204,haute
2052,canssm,5,haute
2052,cnav,23875808,haute
2052,cnavpl,698616,haute
2052,cnbf,73356,haute
2052,cnieg,34219,haute
2052,cnracl,2155241,haute
2052,crpcen,7612,haute
2052,crpnpac,108880,haute
2052,enim,24238,haute
2052,erafp,4887422,haute
2052,fonction_publique_etat,1930607,haute
2052,fspoeie,1,haute
2052,ircantec,3153559,haute
2052,msa_exploitants,319821,haute
2052,msa_salaries,844952,haute
2052,ratp,4965,haute
2052,rci_complementaire,1882769,haute
2052,sncf,10134,haute
2053,agirc_arrco,21549670,haute
2053,banque_de_france,46,haute
2053,canssm,4,haute
2053,cnav,23802263,haute
2053,cnavpl,696308,haute
2053,cnbf,73338,haute
2053,cnieg,29815,haute
2053,cnracl,2151986,haute
2053,crpcen,6480,haute
2053,crpnpac,110096,haute
2053,enim,24089,haute
2053,erafp,4880477,haute
2053,fonction_publique_etat,1928006,haute
2053,fspoeie,1,haute
2053,ircantec,3153555,haute
2053,msa_exploitants,317973,haute
2053,msa_salaries,846294,haute
2053,ratp,4439,haute
2053,rci_complementaire,1880666,haute
2053,sncf,7798,haute
2054,agirc_arrco,21523758,haute
2054,banque_de_france,2,haute
2054,canssm,2,haute
2054,cnav,23816977,haute
2054,cnavpl,693836,haute
2054,cnbf,73318,haute
2054,cnieg,25661,haute
2054,cnracl,2149300,haute
2054,crpcen,5662,haute
2054,crpnpac,111342,haute
2054,enim,23940,haute
2054,erafp,4874709,haute
2054,fonction_publique_etat,1926073,haute
2054,fspoeie,1,haute
2054,ircantec,3154368,haute
2054,msa_exploitants,316233,haute
2054,msa_salaries,847638,haute
2054,ratp,3851,haute
2054,rci_complementaire,1879124,haute
2054,sncf,5827,haute
2055,agirc_arrco,21509718,haute
2055,banque_de_france,2,haute
2055,canssm,2,haute
2055,cnav,23823811,haute
2055,cnavpl,691180,haute
2055,cnbf,73259,haute
2055,cnieg,21778,haute
2055,cnracl,2147689,haute
2055,crpcen,5088,haute
2055,crpnpac,112633,haute
2055,enim,23796,haute
2055,erafp,4870610,haute
2055,fonction_publique_etat,1924354,haute
2055,fspoeie,1,haute
2055,ircantec,3156158,haute
2055,msa_exploitants,314598,haute
2055,msa_salaries,848984,haute
2055,ratp,3276,haute
2055,rci_complementaire,1878324,haute
2055,sncf,4212,haute
2056,agirc_arrco,21496586,haute
2056,banque_de_france,2,haute
2056,canssm,2,haute
2056,cnav,23764384,haute
2056,cnavpl,688352,haute
2056,cnbf,73196,haute
2056,cnieg,18260,haute
2056,cnracl,2145242,haute
2056,crpcen,4588,haute
2056,crpnpac,113948,haute
2056,enim,23654,haute
2056,erafp,4866636,haute
2056,fonction_publique_etat,1922442,haute
2056,fspoeie,1,haute
2056,ircantec,3157147,haute
2056,msa_exploitants,313067,haute
2056,msa_salaries,850332,haute
2056,ratp,2640,haute
2056,rci_complementaire,1876894,haute
2056,sncf,2929,haute
2057,agirc_arrco,21478704,haute
2057,banque_de_france,2,haute
2057,canssm,1,haute
2057,cnav,23801913,haute
2057,cnavpl,685502,haute
2057,cnbf,73088,haute
2057,cnieg,15148,haute
2057,cnracl,2143484,haute
2057,crpcen,4111,haute
2057,crpnpac,115229,haute
2057,enim,23520,haute
2057,erafp,4862548,haute
2057,fonction_publique_etat,1921014,haute
2057,fspoeie,1,haute
2057,ircantec,3158856,haute
2057,msa_exploitants,311638,haute
2057,msa_salaries,851683,haute
2057,ratp,1798,haute
2057,rci_complementaire,1875964,haute
2057,sncf,1940,haute
2058,agirc_arrco,21467816,haute
2058,banque_de_france,2,haute
2058,canssm,1,haute
2058,cnav,23945066,haute
2058,cnavpl,682725,haute
2058,cnbf,73063,haute
2058,cnieg,12427,haute
2058,cnracl,2142187,haute
2058,crpcen,3640,haute
2058,crpnpac,116499,haute
2058,enim,23389,haute
2058,erafp,4859674,haute
2058,fonction_publique_etat,1919991,haute
2058,fspoeie,1,haute
2058,ircantec,3160987,haute
2058,msa_exploitants,310310,haute
2058,msa_salaries,853036,haute
2058,ratp,1441,haute
2058,rci_complementaire,1875378,haute
2058,sncf,1195,haute
2059,agirc_arrco,21462251,haute
2059,banque_de_france,2,haute
2059,canssm,0,haute
2059,cnav,23911145,haute
2059,cnavpl,679983,haute
2059,cnbf,73007,haute
2059,cnieg,10054,haute
2059,cnracl,2141287,haute
2059,crpcen,3010,haute
2059,crpnpac,117736,haute
2059,enim,23252,haute
2059,erafp,4857789,haute
2059,fonction_publique_etat,1919232,haute
2059,fspoeie,1,haute
2059,ircantec,3163540,haute
2059,msa_exploitants,309082,haute
2059,msa_salaries,854391,haute
2059,ratp,1256,haute
2059,rci_complementaire,1875142,haute
2059,sncf,668,haute
2060,agirc_arrco,21457814,haute
2060,banque_de_france,2,haute
2060,canssm,0,haute
2060,cnav,23850525,haute
2060,cnavpl,677233,haute
2060,cnbf,72787,haute
2060,cnieg,7950,haute
2060,cnracl,2140149,haute
2060,crpcen,2176,haute
2060,crpnpac,118986,haute
2060,enim,23114,haute
2060,erafp,4855904,haute
2060,fonction_publique_etat,1917530,haute
2060,fspoeie,1,haute
2060,ircantec,3163179,haute
2060,msa_exploitants,307952,haute
2060,msa_salaries,855748,haute
2060,ratp,977,haute
2060,rci_complementaire,1874677,haute
2060,sncf,328,haute
2061,agirc_arrco,21451870,haute
2061,banque_de_france,2,haute
2061,canssm,0,haute
2061,cnav,23898705,haute
2061,cnavpl,674442,haute
2061,cnbf,72572,haute
2061,cnieg,6097,haute
2061,cnracl,2138825,haute
2061,crpcen,1454,haute
2061,crpnpac,120243,haute
2061,enim,22982,haute
2061,erafp,4853274,haute
2061,fonction_publique_etat,1917289,haute
2061,fspoeie,1,haute
2061,ircantec,3162534,haute
2061,msa_exploitants,306920,haute
2061,msa_salaries,857108,haute
2061,ratp,761,haute
2061,rci_complementaire,1873987,haute
2061,sncf,134,haute
2062,agirc_arrco,21440304,haute
2062,banque_de_france,2,haute
2062,canssm,0,haute
2062,cnav,23907648,haute
2062,cnavpl,671586,haute
2062,cnbf,72282,haute
2062,cnieg,4516,haute
2062,cnracl,2137540,haute
2062,crpcen,790,haute
2062,crpnpac,121510,haute
2062,enim,22851,haute
2062,erafp,4850665,haute
2062,fonction_publique_etat,1915816,haute
2062,fspoeie,0,haute
2062,ircantec,3161865,haute
2062,msa_exploitants,305985,haute
2062,msa_salaries,858469,haute
2062,ratp,623,haute
2062,rci_complementaire,1873268,haute
2062,sncf,42,haute
2063,agirc_arrco,21428844,haute
2063,banque_de_france,2,haute
2063,canssm,0,haute
2063,cnav,23843614,haute
2063,cnavpl,668701,haute
2063,cnbf,72119,haute
2063,cnieg,3202,haute
2063,cnracl,2136421,haute
2063,crpcen,278,haute
2063,crpnpac,122785,haute
2063,enim,22717,haute
2063,erafp,4848359,haute
2063,fonction_publique_etat,1914252,haute
2063,fspoeie,0,haute
2063,ircantec,3161431,haute
2063,msa_exploitants,305067,haute
2063,msa_salaries,859832,haute
2063,ratp,511,haute
2063,rci_complementaire,1872718,haute
2063,sncf,8,haute
2064,agirc_arrco,21419046,haute
2064,banque_de_france,2,haute
2064,canssm,0,haute
2064,cnav,23882035,haute
2064,cnavpl,665815,haute
2064,cnbf,71855,haute
2064,cnieg,2160,haute
2064,cnracl,2134924,haute
2064,crpcen,61,haute
2064,crpnpac,124076,haute
2064,enim,22584,haute
2064,erafp,4845607,haute
2064,fonction_publique_etat,1912883,haute
2064,fspoeie,0,haute
2064,ircantec,3160487,haute
2064,msa_exploitants,304152,haute
2064,msa_salaries,861198,haute
2064,ratp,352,haute
2064,rci_complementaire,1871757,haute
2064,sncf,0,haute
2065,agirc_arrco,21402479,haute
2065,banque_de_france,2,haute
2065,canssm,0,haute
2065,cnav,23817773,haute
2065,cnavpl,662882,haute
2065,cnbf,71632,haute
2065,cnieg,1370,haute
2065,cnracl,2132312,haute
2065,crpcen,24,haute
2065,crpnpac,125381,haute
2065,enim,22453,haute
2065,erafp,4841195,haute
2065,fonction_publique_etat,1910564,haute
2065,fspoeie,0,haute
2065,ircantec,3158357,haute
2065,msa_exploitants,303239,haute
2065,msa_salaries,862565,haute
2065,ratp,186,haute
2065,rci_complementaire,1869799,haute
2065,sncf,0,haute
2066,agirc_arrco,21376898,haute
2066,banque_de_france,2,haute
2066,canssm,0,haute
2066,cnav,23735347,haute
2066,cnavpl,659855,haute
2066,cnbf,71346,haute
2066,cnieg,822,haute
2066,cnracl,2128919,haute
2066,crpcen,8,haute
2066,crpnpac,126691,haute
2066,enim,22323,haute
2066,erafp,4834663,haute
2066,fonction_publique_etat,1907042,haute
2066,fspoeie,0,haute
2066,ircantec,3155361,haute
2066,msa_exploitants,302330,haute
2066,msa_salaries,863935,haute
2066,ratp,73,haute
2066,rci_complementaire,1867035,haute
2066,sncf,0,haute
2067,agirc_arrco,21346280,haute
2067,banque_de_france,2,haute
2067,canssm,0,haute
2067,cnav,23769986,haute
2067,cnavpl,656723,haute
2067,cnbf,71118,haute
2067,cnieg,482,haute
2067,cnracl,2125724,haute
2067,crpcen,2,haute
2067,crpnpac,128000,haute
2067,enim,22193,haute
2067,erafp,4827391,haute
2067,fonction_publique_etat,1904352,haute
2067,fspoeie,0,haute
2067,ircantec,3152752,haute
2067,msa_exploitants,301423,haute
2067,msa_salaries,865308,haute
2067,ratp,44,haute
2067,rci_complementaire,1864460,haute
2067,sncf,0,haute
2068,agirc_arrco,21317392,haute
2068,banque_de_france,2,haute
2068,canssm,0,haute
2068,cnav,23768186,haute
2068,cnavpl,653496,haute
2068,cnbf,70890,haute
2068,cnieg,270,haute
2068,cnracl,2122556,haute
2068,crpcen,0,haute
2068,crpnpac,129305,haute
2068,enim,22064,haute
2068,erafp,4820357,haute
2068,fonction_publique_etat,1901202,haute
2068,fspoeie,0,haute
2068,ircantec,3150232,haute
2068,msa_exploitants,300669,haute
2068,msa_salaries,866682,haute
2068,ratp,22,haute
2068,rci_complementaire,1861871,haute
2068,sncf,0,haute
2069,agirc_arrco,21285418,haute
2069,banque_de_france,2,haute
2069,canssm,0,haute
2069,cnav,23718013,haute
2069,cnavpl,650190,haute
2069,cnbf,70709,haute
2069,cnieg,134,haute
2069,cnracl,2119168,haute
2069,crpcen,0,haute
2069,crpnpac,130602,haute
2069,enim,21935,haute
2069,erafp,4812932,haute
2069,fonction_publique_etat,1897950,haute
2069,fspoeie,0,haute
2069,ircantec,3147299,haute
2069,msa_exploitants,299917,haute
2069,msa_salaries,868059,haute
2069,ratp,11,haute
2069,rci_complementaire,1858895,haute
2069,sncf,0,haute
2070,agirc_arrco,21248986,haute
2070,banque_de_france,2,haute
2070,canssm,0,haute
2070,cnav,23596332,haute
2070,cnavpl,646814,haute
2070,cnbf,70511,haute
2070,cnieg,51,haute
2070,cnracl,2114975,haute
2070,crpcen,0,haute
2070,crpnpac,131891,haute
2070,enim,21806,haute
2070,erafp,4804375,haute
2070,fonction_publique_etat,1893125,haute
2070,fspoeie,0,haute
2070,ircantec,3143714,haute
2070,msa_exploitants,299168,haute
2070,msa_salaries,869438,haute
2070,ratp,5,haute
2070,rci_complementaire,1855338,haute
2070,sncf,0,haute
