# Taux de cotisation vieillesse ANNÉE PAR ANNÉE, régime par régime
# source_id: openfisca_cotisations
#
# Les fiches de data/reference/regimes/ portent un taux par période
# législative — une moyenne de dix à vingt-sept ans, écrite comme telle
# dans leurs notes. Le droit a changé ce taux presque chaque année, et
# c'est lui qui alimente le compte notionnel. Le chargeur des fiches
# (CatalogueRegimes) découpe donc chaque période `plafonnee` de ces
# régimes selon cette table, année par année ; la moyenne de la fiche
# ne sert plus qu'aux années que la table ne couvre pas.
#
# mesure :
#   taux_plafonne              : salarié + employeur, sous plafond
#   part_salariale             : fraction du précédent supportée par le salarié
#   taux_deplafonne            : salarié + employeur, sur la totalité du salaire
#   part_salariale_deplafonnee : fraction du précédent supportée par le salarié
#
# Les non-salariés (cancava, organic, rsi) n'ont que les taux : ils
# paient tout, et la fiche le sait (part_salariale : 1). Les cultes
# (R. 382-89 et R. 382-90), Mayotte et Saint-Pierre-et-Miquelon suivent la
# série du régime général, dont leurs fiches recopiaient les moyennes.
#
# Écrit par scripts/verifier_donnees.py --appliquer depuis
# data/brut/openfisca_cotisations.json ; OpenFisca transcrit les
# décrets sans en être le producteur, d'où le niveau `haute`.
regime,annee,mesure,valeur,fiabilite
cssm_mayotte,1987,taux_deplafonne,0.000000,haute
cssm_mayotte,1987,taux_plafonne,0.148000,haute
cssm_mayotte,1988,part_salariale,0.445946,haute
cssm_mayotte,1988,part_salariale_deplafonnee,0.000000,haute
cssm_mayotte,1988,taux_deplafonne,0.000000,haute
cssm_mayotte,1988,taux_plafonne,0.148000,haute
cssm_mayotte,1989,part_salariale,0.481013,haute
cssm_mayotte,1989,part_salariale_deplafonnee,0.000000,haute
cssm_mayotte,1989,taux_deplafonne,0.000000,haute
cssm_mayotte,1989,taux_plafonne,0.158000,haute
cssm_mayotte,1990,part_salariale,0.481013,haute
cssm_mayotte,1990,part_salariale_deplafonnee,0.000000,haute
cssm_mayotte,1990,taux_deplafonne,0.000000,haute
cssm_mayotte,1990,taux_plafonne,0.158000,haute
cssm_mayotte,1991,part_salariale,0.444068,haute
cssm_mayotte,1991,part_salariale_deplafonnee,0.000000,haute
cssm_mayotte,1991,taux_deplafonne,0.016000,haute
cssm_mayotte,1991,taux_plafonne,0.147500,haute
cssm_mayotte,1992,part_salariale,0.444068,haute
cssm_mayotte,1992,part_salariale_deplafonnee,0.000000,haute
cssm_mayotte,1992,taux_deplafonne,0.016000,haute
cssm_mayotte,1992,taux_plafonne,0.147500,haute
cssm_mayotte,1993,part_salariale,0.444068,haute
cssm_mayotte,1993,part_salariale_deplafonnee,0.000000,haute
cssm_mayotte,1993,taux_deplafonne,0.016000,haute
cssm_mayotte,1993,taux_plafonne,0.147500,haute
cssm_mayotte,1994,part_salariale,0.444068,haute
cssm_mayotte,1994,part_salariale_deplafonnee,0.000000,haute
cssm_mayotte,1994,taux_deplafonne,0.016000,haute
cssm_mayotte,1994,taux_plafonne,0.147500,haute
cssm_mayotte,1995,part_salariale,0.444068,haute
cssm_mayotte,1995,part_salariale_deplafonnee,0.000000,haute
cssm_mayotte,1995,taux_deplafonne,0.016000,haute
cssm_mayotte,1995,taux_plafonne,0.147500,haute
cssm_mayotte,1996,part_salariale,0.444068,haute
cssm_mayotte,1996,part_salariale_deplafonnee,0.000000,haute
cssm_mayotte,1996,taux_deplafonne,0.016000,haute
cssm_mayotte,1996,taux_plafonne,0.147500,haute
cssm_mayotte,1997,part_salariale,0.444068,haute
cssm_mayotte,1997,part_salariale_deplafonnee,0.000000,haute
cssm_mayotte,1997,taux_deplafonne,0.016000,haute
cssm_mayotte,1997,taux_plafonne,0.147500,haute
cssm_mayotte,1998,part_salariale,0.444068,haute
cssm_mayotte,1998,part_salariale_deplafonnee,0.000000,haute
cssm_mayotte,1998,taux_deplafonne,0.016000,haute
cssm_mayotte,1998,taux_plafonne,0.147500,haute
cssm_mayotte,1999,part_salariale,0.444068,haute
cssm_mayotte,1999,part_salariale_deplafonnee,0.000000,haute
cssm_mayotte,1999,taux_deplafonne,0.016000,haute
cssm_mayotte,1999,taux_plafonne,0.147500,haute
cssm_mayotte,2000,part_salariale,0.444068,haute
cssm_mayotte,2000,part_salariale_deplafonnee,0.000000,haute
cssm_mayotte,2000,taux_deplafonne,0.016000,haute
cssm_mayotte,2000,taux_plafonne,0.147500,haute
cssm_mayotte,2001,part_salariale,0.444068,haute
cssm_mayotte,2001,part_salariale_deplafonnee,0.000000,haute
cssm_mayotte,2001,taux_deplafonne,0.016000,haute
cssm_mayotte,2001,taux_plafonne,0.147500,haute
cssm_mayotte,2002,part_salariale,0.444068,haute
cssm_mayotte,2002,part_salariale_deplafonnee,0.000000,haute
cssm_mayotte,2002,taux_deplafonne,0.016000,haute
cssm_mayotte,2002,taux_plafonne,0.147500,haute
cssm_mayotte,2003,part_salariale,0.444068,haute
cssm_mayotte,2003,part_salariale_deplafonnee,0.000000,haute
cssm_mayotte,2003,taux_deplafonne,0.016000,haute
cssm_mayotte,2003,taux_plafonne,0.147500,haute
cssm_mayotte,2004,part_salariale,0.444068,haute
cssm_mayotte,2004,part_salariale_deplafonnee,0.058824,haute
cssm_mayotte,2004,taux_deplafonne,0.017000,haute
cssm_mayotte,2004,taux_plafonne,0.147500,haute
cssm_mayotte,2005,part_salariale,0.444068,haute
cssm_mayotte,2005,part_salariale_deplafonnee,0.058824,haute
cssm_mayotte,2005,taux_deplafonne,0.017000,haute
cssm_mayotte,2005,taux_plafonne,0.147500,haute
cssm_mayotte,2006,part_salariale,0.444816,haute
cssm_mayotte,2006,part_salariale_deplafonnee,0.058824,haute
cssm_mayotte,2006,taux_deplafonne,0.017000,haute
cssm_mayotte,2006,taux_plafonne,0.149500,haute
cssm_mayotte,2007,part_salariale,0.444816,haute
cssm_mayotte,2007,part_salariale_deplafonnee,0.058824,haute
cssm_mayotte,2007,taux_deplafonne,0.017000,haute
cssm_mayotte,2007,taux_plafonne,0.149500,haute
cssm_mayotte,2008,part_salariale,0.444816,haute
cssm_mayotte,2008,part_salariale_deplafonnee,0.058824,haute
cssm_mayotte,2008,taux_deplafonne,0.017000,haute
cssm_mayotte,2008,taux_plafonne,0.149500,haute
cssm_mayotte,2009,part_salariale,0.444816,haute
cssm_mayotte,2009,part_salariale_deplafonnee,0.058824,haute
cssm_mayotte,2009,taux_deplafonne,0.017000,haute
cssm_mayotte,2009,taux_plafonne,0.149500,haute
cssm_mayotte,2010,part_salariale,0.444816,haute
cssm_mayotte,2010,part_salariale_deplafonnee,0.058824,haute
cssm_mayotte,2010,taux_deplafonne,0.017000,haute
cssm_mayotte,2010,taux_plafonne,0.149500,haute
cssm_mayotte,2011,part_salariale,0.444816,haute
cssm_mayotte,2011,part_salariale_deplafonnee,0.058824,haute
cssm_mayotte,2011,taux_deplafonne,0.017000,haute
cssm_mayotte,2011,taux_plafonne,0.149500,haute
cssm_mayotte,2012,part_salariale,0.445545,haute
cssm_mayotte,2012,part_salariale_deplafonnee,0.058824,haute
cssm_mayotte,2012,taux_deplafonne,0.017000,haute
cssm_mayotte,2012,taux_plafonne,0.151500,haute
cssm_mayotte,2013,part_salariale,0.445545,haute
cssm_mayotte,2013,part_salariale_deplafonnee,0.058824,haute
cssm_mayotte,2013,taux_deplafonne,0.017000,haute
cssm_mayotte,2013,taux_plafonne,0.151500,haute
cssm_mayotte,2014,part_salariale,0.445902,haute
cssm_mayotte,2014,part_salariale_deplafonnee,0.125000,haute
cssm_mayotte,2014,taux_deplafonne,0.020000,haute
cssm_mayotte,2014,taux_plafonne,0.152500,haute
cssm_mayotte,2015,part_salariale,0.446254,haute
cssm_mayotte,2015,part_salariale_deplafonnee,0.142857,haute
cssm_mayotte,2015,taux_deplafonne,0.021000,haute
cssm_mayotte,2015,taux_plafonne,0.153500,haute
cssm_mayotte,2016,part_salariale,0.446602,haute
cssm_mayotte,2016,part_salariale_deplafonnee,0.159091,haute
cssm_mayotte,2016,taux_deplafonne,0.022000,haute
cssm_mayotte,2016,taux_plafonne,0.154500,haute
cssm_mayotte,2017,part_salariale,0.446602,haute
cssm_mayotte,2017,part_salariale_deplafonnee,0.173913,haute
cssm_mayotte,2017,taux_deplafonne,0.023000,haute
cssm_mayotte,2017,taux_plafonne,0.154500,haute
cssm_mayotte,2018,part_salariale,0.446602,haute
cssm_mayotte,2018,part_salariale_deplafonnee,0.173913,haute
cssm_mayotte,2018,taux_deplafonne,0.023000,haute
cssm_mayotte,2018,taux_plafonne,0.154500,haute
cssm_mayotte,2019,part_salariale,0.446602,haute
cssm_mayotte,2019,part_salariale_deplafonnee,0.173913,haute
cssm_mayotte,2019,taux_deplafonne,0.023000,haute
cssm_mayotte,2019,taux_plafonne,0.154500,haute
cssm_mayotte,2020,part_salariale,0.446602,haute
cssm_mayotte,2020,part_salariale_deplafonnee,0.173913,haute
cssm_mayotte,2020,taux_deplafonne,0.023000,haute
cssm_mayotte,2020,taux_plafonne,0.154500,haute
cssm_mayotte,2021,part_salariale,0.446602,haute
cssm_mayotte,2021,part_salariale_deplafonnee,0.173913,haute
cssm_mayotte,2021,taux_deplafonne,0.023000,haute
cssm_mayotte,2021,taux_plafonne,0.154500,haute
cssm_mayotte,2022,part_salariale,0.446602,haute
cssm_mayotte,2022,part_salariale_deplafonnee,0.173913,haute
cssm_mayotte,2022,taux_deplafonne,0.023000,haute
cssm_mayotte,2022,taux_plafonne,0.154500,haute
cssm_mayotte,2023,part_salariale,0.446602,haute
cssm_mayotte,2023,part_salariale_deplafonnee,0.173913,haute
cssm_mayotte,2023,taux_deplafonne,0.023000,haute
cssm_mayotte,2023,taux_plafonne,0.154500,haute
cssm_mayotte,2024,part_salariale,0.446602,haute
cssm_mayotte,2024,part_salariale_deplafonnee,0.165289,haute
cssm_mayotte,2024,taux_deplafonne,0.024200,haute
cssm_mayotte,2024,taux_plafonne,0.154500,haute
cssm_mayotte,2025,part_salariale,0.446602,haute
cssm_mayotte,2025,part_salariale_deplafonnee,0.165289,haute
cssm_mayotte,2025,taux_deplafonne,0.024200,haute
cssm_mayotte,2025,taux_plafonne,0.154500,haute
cssm_mayotte,2026,part_salariale,0.446602,haute
cssm_mayotte,2026,part_salariale_deplafonnee,0.159363,haute
cssm_mayotte,2026,taux_deplafonne,0.025100,haute
cssm_mayotte,2026,taux_plafonne,0.154500,haute
msa_salaries,1945,part_salariale,0.500000,estimee
msa_salaries,1945,taux_plafonne,0.048571,estimee
msa_salaries,1946,part_salariale,0.500000,estimee
msa_salaries,1946,taux_plafonne,0.048571,estimee
msa_salaries,1947,part_salariale,0.375000,estimee
msa_salaries,1947,taux_plafonne,0.064762,estimee
msa_salaries,1948,part_salariale,0.375000,estimee
msa_salaries,1948,taux_plafonne,0.064762,estimee
msa_salaries,1949,part_salariale,0.375000,estimee
msa_salaries,1949,taux_plafonne,0.064762,estimee
msa_salaries,1950,part_salariale,0.375000,estimee
msa_salaries,1950,taux_plafonne,0.064762,estimee
msa_salaries,1951,part_salariale,0.375000,estimee
msa_salaries,1951,taux_plafonne,0.064762,estimee
msa_salaries,1952,part_salariale,0.375000,estimee
msa_salaries,1952,taux_plafonne,0.064762,estimee
msa_salaries,1953,part_salariale,0.375000,estimee
msa_salaries,1953,taux_plafonne,0.064762,estimee
msa_salaries,1954,part_salariale,0.375000,estimee
msa_salaries,1954,taux_plafonne,0.064762,estimee
msa_salaries,1955,part_salariale,0.375000,estimee
msa_salaries,1955,taux_plafonne,0.064762,estimee
msa_salaries,1956,part_salariale,0.375000,estimee
msa_salaries,1956,taux_plafonne,0.064762,estimee
msa_salaries,1957,part_salariale,0.375000,estimee
msa_salaries,1957,taux_plafonne,0.064762,estimee
msa_salaries,1958,part_salariale,0.375000,estimee
msa_salaries,1958,taux_plafonne,0.064762,estimee
msa_salaries,1959,part_salariale,0.324324,estimee
msa_salaries,1959,taux_plafonne,0.074881,estimee
msa_salaries,1960,part_salariale,0.324324,estimee
msa_salaries,1960,taux_plafonne,0.074881,estimee
msa_salaries,1961,part_salariale,0.307692,estimee
msa_salaries,1961,taux_plafonne,0.078929,estimee
msa_salaries,1962,part_salariale,0.296296,estimee
msa_salaries,1962,taux_plafonne,0.081964,estimee
msa_salaries,1963,part_salariale,0.296296,estimee
msa_salaries,1963,taux_plafonne,0.081964,estimee
msa_salaries,1964,part_salariale,0.296296,estimee
msa_salaries,1964,taux_plafonne,0.081964,estimee
msa_salaries,1965,part_salariale,0.296296,estimee
msa_salaries,1965,taux_plafonne,0.081964,estimee
msa_salaries,1966,part_salariale,0.285714,estimee
msa_salaries,1966,taux_plafonne,0.085000,estimee
msa_salaries,1967,part_salariale,0.352941,haute
msa_salaries,1967,part_salariale_deplafonnee,0.000000,haute
msa_salaries,1967,taux_deplafonne,0.000000,haute
msa_salaries,1967,taux_plafonne,0.085000,haute
msa_salaries,1968,part_salariale,0.352941,haute
msa_salaries,1968,part_salariale_deplafonnee,0.000000,haute
msa_salaries,1968,taux_deplafonne,0.000000,haute
msa_salaries,1968,taux_plafonne,0.085000,haute
msa_salaries,1969,part_salariale,0.352941,haute
msa_salaries,1969,part_salariale_deplafonnee,0.000000,haute
msa_salaries,1969,taux_deplafonne,0.000000,haute
msa_salaries,1969,taux_plafonne,0.085000,haute
msa_salaries,1970,part_salariale,0.342857,haute
msa_salaries,1970,part_salariale_deplafonnee,0.000000,haute
msa_salaries,1970,taux_deplafonne,0.000000,haute
msa_salaries,1970,taux_plafonne,0.087500,haute
msa_salaries,1971,part_salariale,0.342857,haute
msa_salaries,1971,part_salariale_deplafonnee,0.000000,haute
msa_salaries,1971,taux_deplafonne,0.000000,haute
msa_salaries,1971,taux_plafonne,0.087500,haute
msa_salaries,1972,part_salariale,0.342857,haute
msa_salaries,1972,part_salariale_deplafonnee,0.000000,haute
msa_salaries,1972,taux_deplafonne,0.000000,haute
msa_salaries,1972,taux_plafonne,0.087500,haute
msa_salaries,1973,part_salariale,0.342857,haute
msa_salaries,1973,part_salariale_deplafonnee,0.000000,haute
msa_salaries,1973,taux_deplafonne,0.000000,haute
msa_salaries,1973,taux_plafonne,0.087500,haute
msa_salaries,1974,part_salariale,0.292683,haute
msa_salaries,1974,part_salariale_deplafonnee,0.000000,haute
msa_salaries,1974,taux_deplafonne,0.000000,haute
msa_salaries,1974,taux_plafonne,0.102500,haute
msa_salaries,1975,part_salariale,0.292683,haute
msa_salaries,1975,part_salariale_deplafonnee,0.000000,haute
msa_salaries,1975,taux_deplafonne,0.000000,haute
msa_salaries,1975,taux_plafonne,0.102500,haute
msa_salaries,1976,part_salariale,0.309417,haute
msa_salaries,1976,part_salariale_deplafonnee,0.000000,haute
msa_salaries,1976,taux_deplafonne,0.000000,haute
msa_salaries,1976,taux_plafonne,0.111500,haute
msa_salaries,1977,part_salariale,0.309417,haute
msa_salaries,1977,part_salariale_deplafonnee,0.000000,haute
msa_salaries,1977,taux_deplafonne,0.000000,haute
msa_salaries,1977,taux_plafonne,0.111500,haute
msa_salaries,1978,part_salariale,0.309417,haute
msa_salaries,1978,part_salariale_deplafonnee,0.000000,haute
msa_salaries,1978,taux_deplafonne,0.000000,haute
msa_salaries,1978,taux_plafonne,0.111500,haute
msa_salaries,1979,part_salariale,0.364341,haute
msa_salaries,1979,part_salariale_deplafonnee,0.000000,haute
msa_salaries,1979,taux_deplafonne,0.000000,haute
msa_salaries,1979,taux_plafonne,0.129000,haute
msa_salaries,1980,part_salariale,0.364341,haute
msa_salaries,1980,part_salariale_deplafonnee,0.000000,haute
msa_salaries,1980,taux_deplafonne,0.000000,haute
msa_salaries,1980,taux_plafonne,0.129000,haute
msa_salaries,1981,part_salariale,0.364341,haute
msa_salaries,1981,part_salariale_deplafonnee,0.000000,haute
msa_salaries,1981,taux_deplafonne,0.000000,haute
msa_salaries,1981,taux_plafonne,0.129000,haute
msa_salaries,1982,part_salariale,0.364341,haute
msa_salaries,1982,part_salariale_deplafonnee,0.000000,haute
msa_salaries,1982,taux_deplafonne,0.000000,haute
msa_salaries,1982,taux_plafonne,0.129000,haute
msa_salaries,1983,part_salariale,0.364341,haute
msa_salaries,1983,part_salariale_deplafonnee,0.000000,haute
msa_salaries,1983,taux_deplafonne,0.000000,haute
msa_salaries,1983,taux_plafonne,0.129000,haute
msa_salaries,1984,part_salariale,0.410072,haute
msa_salaries,1984,part_salariale_deplafonnee,0.000000,haute
msa_salaries,1984,taux_deplafonne,0.000000,haute
msa_salaries,1984,taux_plafonne,0.139000,haute
msa_salaries,1985,part_salariale,0.410072,haute
msa_salaries,1985,part_salariale_deplafonnee,0.000000,haute
msa_salaries,1985,taux_deplafonne,0.000000,haute
msa_salaries,1985,taux_plafonne,0.139000,haute
msa_salaries,1986,part_salariale,0.438356,haute
msa_salaries,1986,part_salariale_deplafonnee,0.000000,haute
msa_salaries,1986,taux_deplafonne,0.000000,haute
msa_salaries,1986,taux_plafonne,0.146000,haute
msa_salaries,1987,part_salariale,0.445946,haute
msa_salaries,1987,part_salariale_deplafonnee,0.000000,haute
msa_salaries,1987,taux_deplafonne,0.000000,haute
msa_salaries,1987,taux_plafonne,0.148000,haute
msa_salaries,1988,part_salariale,0.445946,haute
msa_salaries,1988,part_salariale_deplafonnee,0.000000,haute
msa_salaries,1988,taux_deplafonne,0.000000,haute
msa_salaries,1988,taux_plafonne,0.148000,haute
msa_salaries,1989,part_salariale,0.481013,haute
msa_salaries,1989,part_salariale_deplafonnee,0.000000,haute
msa_salaries,1989,taux_deplafonne,0.000000,haute
msa_salaries,1989,taux_plafonne,0.158000,haute
msa_salaries,1990,part_salariale,0.481013,haute
msa_salaries,1990,part_salariale_deplafonnee,0.000000,haute
msa_salaries,1990,taux_deplafonne,0.000000,haute
msa_salaries,1990,taux_plafonne,0.158000,haute
msa_salaries,1991,part_salariale,0.444068,haute
msa_salaries,1991,part_salariale_deplafonnee,0.000000,haute
msa_salaries,1991,taux_deplafonne,0.016000,haute
msa_salaries,1991,taux_plafonne,0.147500,haute
msa_salaries,1992,part_salariale,0.444068,haute
msa_salaries,1992,part_salariale_deplafonnee,0.000000,haute
msa_salaries,1992,taux_deplafonne,0.016000,haute
msa_salaries,1992,taux_plafonne,0.147500,haute
msa_salaries,1993,part_salariale,0.444068,haute
msa_salaries,1993,part_salariale_deplafonnee,0.000000,haute
msa_salaries,1993,taux_deplafonne,0.016000,haute
msa_salaries,1993,taux_plafonne,0.147500,haute
msa_salaries,1994,part_salariale,0.444068,haute
msa_salaries,1994,part_salariale_deplafonnee,0.000000,haute
msa_salaries,1994,taux_deplafonne,0.016000,haute
msa_salaries,1994,taux_plafonne,0.147500,haute
msa_salaries,1995,part_salariale,0.444068,haute
msa_salaries,1995,part_salariale_deplafonnee,0.000000,haute
msa_salaries,1995,taux_deplafonne,0.016000,haute
msa_salaries,1995,taux_plafonne,0.147500,haute
msa_salaries,1996,part_salariale,0.444068,haute
msa_salaries,1996,part_salariale_deplafonnee,0.000000,haute
msa_salaries,1996,taux_deplafonne,0.016000,haute
msa_salaries,1996,taux_plafonne,0.147500,haute
msa_salaries,1997,part_salariale,0.444068,haute
msa_salaries,1997,part_salariale_deplafonnee,0.000000,haute
msa_salaries,1997,taux_deplafonne,0.016000,haute
msa_salaries,1997,taux_plafonne,0.147500,haute
msa_salaries,1998,part_salariale,0.444068,haute
msa_salaries,1998,part_salariale_deplafonnee,0.000000,haute
msa_salaries,1998,taux_deplafonne,0.016000,haute
msa_salaries,1998,taux_plafonne,0.147500,haute
msa_salaries,1999,part_salariale,0.444068,haute
msa_salaries,1999,part_salariale_deplafonnee,0.000000,haute
msa_salaries,1999,taux_deplafonne,0.016000,haute
msa_salaries,1999,taux_plafonne,0.147500,haute
msa_salaries,2000,part_salariale,0.444068,haute
msa_salaries,2000,part_salariale_deplafonnee,0.000000,haute
msa_salaries,2000,taux_deplafonne,0.016000,haute
msa_salaries,2000,taux_plafonne,0.147500,haute
msa_salaries,2001,part_salariale,0.444068,haute
msa_salaries,2001,part_salariale_deplafonnee,0.000000,haute
msa_salaries,2001,taux_deplafonne,0.016000,haute
msa_salaries,2001,taux_plafonne,0.147500,haute
msa_salaries,2002,part_salariale,0.444068,haute
msa_salaries,2002,part_salariale_deplafonnee,0.000000,haute
msa_salaries,2002,taux_deplafonne,0.016000,haute
msa_salaries,2002,taux_plafonne,0.147500,haute
msa_salaries,2003,part_salariale,0.444068,haute
msa_salaries,2003,part_salariale_deplafonnee,0.000000,haute
msa_salaries,2003,taux_deplafonne,0.016000,haute
msa_salaries,2003,taux_plafonne,0.147500,haute
msa_salaries,2004,part_salariale,0.444068,haute
msa_salaries,2004,part_salariale_deplafonnee,0.058824,haute
msa_salaries,2004,taux_deplafonne,0.017000,haute
msa_salaries,2004,taux_plafonne,0.147500,haute
msa_salaries,2005,part_salariale,0.444068,haute
msa_salaries,2005,part_salariale_deplafonnee,0.058824,haute
msa_salaries,2005,taux_deplafonne,0.017000,haute
msa_salaries,2005,taux_plafonne,0.147500,haute
msa_salaries,2006,part_salariale,0.444816,haute
msa_salaries,2006,part_salariale_deplafonnee,0.058824,haute
msa_salaries,2006,taux_deplafonne,0.017000,haute
msa_salaries,2006,taux_plafonne,0.149500,haute
msa_salaries,2007,part_salariale,0.444816,haute
msa_salaries,2007,part_salariale_deplafonnee,0.058824,haute
msa_salaries,2007,taux_deplafonne,0.017000,haute
msa_salaries,2007,taux_plafonne,0.149500,haute
msa_salaries,2008,part_salariale,0.444816,haute
msa_salaries,2008,part_salariale_deplafonnee,0.058824,haute
msa_salaries,2008,taux_deplafonne,0.017000,haute
msa_salaries,2008,taux_plafonne,0.149500,haute
msa_salaries,2009,part_salariale,0.444816,haute
msa_salaries,2009,part_salariale_deplafonnee,0.058824,haute
msa_salaries,2009,taux_deplafonne,0.017000,haute
msa_salaries,2009,taux_plafonne,0.149500,haute
msa_salaries,2010,part_salariale,0.444816,haute
msa_salaries,2010,part_salariale_deplafonnee,0.058824,haute
msa_salaries,2010,taux_deplafonne,0.017000,haute
msa_salaries,2010,taux_plafonne,0.149500,haute
msa_salaries,2011,part_salariale,0.444816,haute
msa_salaries,2011,part_salariale_deplafonnee,0.058824,haute
msa_salaries,2011,taux_deplafonne,0.017000,haute
msa_salaries,2011,taux_plafonne,0.149500,haute
msa_salaries,2012,part_salariale,0.445545,haute
msa_salaries,2012,part_salariale_deplafonnee,0.058824,haute
msa_salaries,2012,taux_deplafonne,0.017000,haute
msa_salaries,2012,taux_plafonne,0.151500,haute
msa_salaries,2013,part_salariale,0.445545,haute
msa_salaries,2013,part_salariale_deplafonnee,0.058824,haute
msa_salaries,2013,taux_deplafonne,0.017000,haute
msa_salaries,2013,taux_plafonne,0.151500,haute
msa_salaries,2014,part_salariale,0.445902,haute
msa_salaries,2014,part_salariale_deplafonnee,0.125000,haute
msa_salaries,2014,taux_deplafonne,0.020000,haute
msa_salaries,2014,taux_plafonne,0.152500,haute
msa_salaries,2015,part_salariale,0.446254,haute
msa_salaries,2015,part_salariale_deplafonnee,0.142857,haute
msa_salaries,2015,taux_deplafonne,0.021000,haute
msa_salaries,2015,taux_plafonne,0.153500,haute
msa_salaries,2016,part_salariale,0.446602,haute
msa_salaries,2016,part_salariale_deplafonnee,0.159091,haute
msa_salaries,2016,taux_deplafonne,0.022000,haute
msa_salaries,2016,taux_plafonne,0.154500,haute
msa_salaries,2017,part_salariale,0.446602,haute
msa_salaries,2017,part_salariale_deplafonnee,0.173913,haute
msa_salaries,2017,taux_deplafonne,0.023000,haute
msa_salaries,2017,taux_plafonne,0.154500,haute
msa_salaries,2018,part_salariale,0.446602,haute
msa_salaries,2018,part_salariale_deplafonnee,0.173913,haute
msa_salaries,2018,taux_deplafonne,0.023000,haute
msa_salaries,2018,taux_plafonne,0.154500,haute
msa_salaries,2019,part_salariale,0.446602,haute
msa_salaries,2019,part_salariale_deplafonnee,0.173913,haute
msa_salaries,2019,taux_deplafonne,0.023000,haute
msa_salaries,2019,taux_plafonne,0.154500,haute
msa_salaries,2020,part_salariale,0.446602,haute
msa_salaries,2020,part_salariale_deplafonnee,0.173913,haute
msa_salaries,2020,taux_deplafonne,0.023000,haute
msa_salaries,2020,taux_plafonne,0.154500,haute
msa_salaries,2021,part_salariale,0.446602,haute
msa_salaries,2021,part_salariale_deplafonnee,0.173913,haute
msa_salaries,2021,taux_deplafonne,0.023000,haute
msa_salaries,2021,taux_plafonne,0.154500,haute
msa_salaries,2022,part_salariale,0.446602,haute
msa_salaries,2022,part_salariale_deplafonnee,0.173913,haute
msa_salaries,2022,taux_deplafonne,0.023000,haute
msa_salaries,2022,taux_plafonne,0.154500,haute
msa_salaries,2023,part_salariale,0.446602,haute
msa_salaries,2023,part_salariale_deplafonnee,0.173913,haute
msa_salaries,2023,taux_deplafonne,0.023000,haute
msa_salaries,2023,taux_plafonne,0.154500,haute
msa_salaries,2024,part_salariale,0.446602,haute
msa_salaries,2024,part_salariale_deplafonnee,0.165289,haute
msa_salaries,2024,taux_deplafonne,0.024200,haute
msa_salaries,2024,taux_plafonne,0.154500,haute
msa_salaries,2025,part_salariale,0.446602,haute
msa_salaries,2025,part_salariale_deplafonnee,0.165289,haute
msa_salaries,2025,taux_deplafonne,0.024200,haute
msa_salaries,2025,taux_plafonne,0.154500,haute
msa_salaries,2026,part_salariale,0.446602,haute
msa_salaries,2026,part_salariale_deplafonnee,0.159363,haute
msa_salaries,2026,taux_deplafonne,0.025100,haute
msa_salaries,2026,taux_plafonne,0.154500,haute
organic,1973,taux_plafonne,0.087500,haute
organic,1974,taux_plafonne,0.102500,haute
organic,1975,taux_plafonne,0.102500,haute
organic,1976,taux_plafonne,0.111500,haute
organic,1977,taux_plafonne,0.111500,haute
organic,1978,taux_plafonne,0.111500,haute
organic,1979,taux_plafonne,0.129000,haute
organic,1980,taux_plafonne,0.129000,haute
organic,1981,taux_plafonne,0.129000,haute
organic,1982,taux_plafonne,0.129000,haute
organic,1983,taux_plafonne,0.129000,haute
organic,1984,taux_plafonne,0.139000,haute
organic,1985,taux_plafonne,0.139000,haute
organic,1986,taux_plafonne,0.146000,haute
organic,1987,taux_plafonne,0.148000,haute
organic,1988,taux_plafonne,0.148000,haute
organic,1989,taux_plafonne,0.158000,haute
organic,1990,taux_plafonne,0.158000,haute
organic,1991,taux_plafonne,0.163500,haute
organic,1992,taux_plafonne,0.163500,haute
organic,1993,taux_plafonne,0.163500,haute
organic,1994,taux_plafonne,0.163500,haute
organic,1995,taux_plafonne,0.163500,haute
organic,1996,taux_plafonne,0.163500,haute
organic,1997,taux_plafonne,0.163500,haute
organic,1998,taux_plafonne,0.163500,haute
organic,1999,taux_plafonne,0.163500,haute
organic,2000,taux_plafonne,0.163500,haute
organic,2001,taux_plafonne,0.163500,haute
organic,2002,taux_plafonne,0.163500,haute
organic,2003,taux_plafonne,0.163500,haute
organic,2004,taux_plafonne,0.164500,haute
organic,2005,taux_plafonne,0.164500,haute
regime_general,1945,part_salariale,0.500000,estimee
regime_general,1945,part_salariale_deplafonnee,0.000000,estimee
regime_general,1945,taux_deplafonne,0.000000,estimee
regime_general,1945,taux_plafonne,0.048571,estimee
regime_general,1946,part_salariale,0.500000,estimee
regime_general,1946,part_salariale_deplafonnee,0.000000,estimee
regime_general,1946,taux_deplafonne,0.000000,estimee
regime_general,1946,taux_plafonne,0.048571,estimee
regime_general,1947,part_salariale,0.375000,estimee
regime_general,1947,part_salariale_deplafonnee,0.000000,estimee
regime_general,1947,taux_deplafonne,0.000000,estimee
regime_general,1947,taux_plafonne,0.064762,estimee
regime_general,1948,part_salariale,0.375000,estimee
regime_general,1948,part_salariale_deplafonnee,0.000000,estimee
regime_general,1948,taux_deplafonne,0.000000,estimee
regime_general,1948,taux_plafonne,0.064762,estimee
regime_general,1949,part_salariale,0.375000,estimee
