# Contribution EMPLOYEUR des régimes publics et spéciaux, par année
# source_id: sre_historique_taux, dila_legi_cnracl,
#            sncf_contribution_employeur, dila_legi_contribution_employeur,
#            openfisca_contribution_employeur_public
# unite: fraction de l'assiette de la retenue pour pension (traitement
#        indiciaire brut et NBI ; les primes en sont exclues, elles relèvent
#        du RAFP depuis 2005)
#
# Les fiches de data/reference/regimes/ ne portent, pour ces régimes, que la
# RETENUE DE L'AGENT — 7,85 % hier, 11,10 % aujourd'hui. Ce fichier porte
# l'autre moitié : ce que verse l'employeur public. Les deux s'additionnent
# pour former l'effort contributif total, celui qui alimente les scénarios 4
# et 5 ; les scénarios 2 et 3, eux, ne portent que la retenue.
#
# Pour un salarié du privé, la même distinction se lit dans la fiche du régime,
# dont le taux est déjà un total : c'est son champ `part_salariale` qui dit
# combien l'employeur y met. Ce fichier n'existe que parce que les fiches
# publiques, elles, s'arrêtent à la retenue.
#
# D'OÙ VIENNENT CES TAUX.
#
#   État, 2006-2026        fiche « Historique des taux de cotisations » du
#                          Service des retraites de l'État — `certifiee`.
#   CNRACL, 1984-1988      article 3 du décret n° 47-1846 du 19 septembre 1947,
#                          celui que les décrets abrogés MODIFIAIENT — un décret
#                          modificatif ne porte pas le taux, il porte un
#                          remplacement. `certifiee`, et seulement pour les
#                          années dont la chaîne des versions est sûre : voir
#                          scripts/fetch/dila_legi_cnracl.py.
#   CNRACL, 1993-2028      article 5 II du décret n° 91-613 du 28 juin 1991,
#                          LU dans la base LEGI (`dila_legi_cnracl.py`) :
#                          « Le taux de la contribution sur les traitements
#                          […] est fixé à 31,65 % ». `certifiee`, montée en
#                          charge 2026-2028 comprise — elle est au Journal
#                          officiel, pas dans une projection.
#   SNCF, 2007-2011        somme des composantes T1 et T2, chacune lue dans
#                          son texte : T1 dans l'arrêté annuel que publie le
#                          Journal officiel — « le taux T1 définitif […] est
#                          fixé à 23,81 % pour l'année 2022 » —, T2 au IV de
#                          l'article 2 du décret n° 2007-1056, dans la base
#                          LEGI. `certifiee`.
#   RATP, 2007-2025        arrêtés annuels pris pour l'article 2 du décret
#                          n° 2005-1637 du 26 décembre 2005, lus dans l'index
#                          DILA des bases LEGI et JORF. `certifiee`.
#   IEG, 2005-2020         arrêtés annuels pris pour l'article 3 du décret
#                          n° 2005-278 du 24 mars 2005, qui approuvent la
#                          délibération de la caisse. `certifiee`.
#   SNCF, 1992-2006        II de l'article 8 du décret n° 91-613 du 28 juin
#                          1991 : « fixé à 36,29 p. 100, soit 28,44 p. 100 à
#                          la charge de l'employeur ». `certifiee`.
#   mines, 1984-2026       article 52 du décret n° 46-2769 du 27 novembre 1946
#                          jusqu'en 1992, article 90 du même décret ensuite :
#                          7,75 %, inchangé depuis quarante-trois ans.
#                          `certifiee`.
#   Opéra, 1992-2026       II de l'article 6 du décret n° 91-613, renvoyant au
#   Comédie-Française      2° de l'article 4 des décrets du 5 avril 1968 et du
#                          11 octobre 1968. `certifiee`.
#   CNRACL hors 1984-1988, transcription d'OpenFisca-France — `haute`.
#   État 1995-2005,
#   SNCF 2012-2018
#
# POURQUOI LA CNRACL S'ARRÊTE À CINQ ANNÉES AVANT 1993. La contiguïté des
# versions n'est pas leur complétude : quand un décret modificatif manque à la
# base, la version qu'il aurait coupée court sans coupure et la chaîne paraît
# pleine. La base le démontre elle-même — le décret n° 83-36 du 24 janvier 1983
# y figure et dit remplacer « 13 p. 100 », alors que la version qu'il modifie se
# lit « 18 p. 100 ». Le récupérateur écarte donc toute version qu'un décret
# contredit, et toute version qui a couru plus de quatre ans sur un taux que le
# pouvoir réglementaire a bougé tous les un à trois ans.
#
# POURQUOI LA SNCF S'ARRÊTE À 2011. Le taux T1 est lu de 2007 à 2022, mais la
# SOMME n'est lisible que là où ses deux termes le sont, et le décret ne chiffre
# T2 que jusqu'en 2011 : « Après le 31 décembre 2011, le taux T2 évolue au
# 1er janvier de chaque année comme le rapport […] ». Un taux qui évolue par
# renvoi n'est écrit nulle part, et le calculer serait le reconstituer.
#
# LA CONVENTION DE DATE DE LA SNCF. Chaque arrêté porte deux taux T1 : le
# DÉFINITIF de l'année écoulée et le PROVISIONNEL de l'année qui vient. Le taux
# d'une année est le définitif — celui qui est dû, arrêté une fois l'exercice
# connu. Les deux diffèrent : 23,87 % et 23,25 % pour 2018.
#
# LA MÊME CONVENTION DE DATE POUR LA RATP ET LES IEG. Leurs arrêtés portent
# aussi deux taux, le PROVISIONNEL appelé d'avance et le DÉFINITIF arrêté une
# fois l'exercice connu, et c'est le définitif qui est retenu. Un arrêté en
# corrige parfois un autre : celui du 23 juin 2020 ramène le taux 2019 de la
# RATP de 19,20 % à 19,18 %, et c'est le plus récent qui l'emporte.
#
# OÙ S'ARRÊTENT CES DEUX SÉRIES, ET POURQUOI. La RATP n'a pas de taux avant
# 2007 : elle payait les pensions sans qu'aucun texte en fixe un, comme l'État
# avant son compte d'affectation spéciale. Les IEG s'arrêtent en 2020, non
# faute de source mais parce que le texte cesse de chiffrer : l'arrêté du
# 29 décembre 2021 remplace la fixation annuelle par une formule
# T = [(a) + (b) - (c)] / (d) que la caisse applique sans la publier. Même mur
# que la composante T2 de la SNCF.
#
# CE QUE CES SIX TAUX LAISSENT DEHORS. Ils disent ce que verse l'EMPLOYEUR, et
# rien d'autre. Trois de ces régimes reçoivent aussi de l'État une contribution
# qui n'est pas une cotisation d'employeur et n'entre donc pas ici : les droits
# spécifiques de la RATP jusqu'à 45 000 agents (article 4 du décret
# n° 2005-1637), « une cotisation correspondant à 22 % des salaires » plus un
# complément d'équilibre pour les mines (article 52 du décret de 1946), un
# droit sur les places et une subvention pour l'Opéra. C'est la convention déjà
# retenue pour la SNCF, dont la somme T1 + T2 laisse dehors la subvention
# d'équilibre. La ligne de l'État est la seule exception : son taux EST un taux
# d'équilibre, et le fichier le dit plus bas.
#
# L'ASSIETTE EST CELLE DE LA RETENUE, ET C'EST CE QUI REND LA SOMME LISIBLE.
# Pour ces six régimes, le texte qui fixe la contribution de l'employeur est
