# Surcote parentale — article L. 351-1-2-1 du code de la sécurité sociale
# --------------------------------------------------------------------------
# source_id: legifrance_textes
#
# À quoi cela sert dans ce modèle. C'est le dernier avantage familial créé par
# le droit, et le modèle l'ignorait : une mère qui atteint la durée requise à
# 63 ans et travaille jusqu'à l'âge légal touchait ici la même pension que si
# ces trimestres n'existaient pas. Or ils valent 1,25 % chacun.
#
# LA RÈGLE, ET POURQUOI ELLE EXISTE. La loi du 14 avril 2023 a reculé l'âge
# légal de 62 à 64 ans. Les assurés qui avaient déjà leur durée requise à
# 63 ans se sont donc vu imposer une année de travail de plus qui ne leur
# rapportait rien : la surcote ordinaire ne récompense que les trimestres
# accomplis APRÈS l'âge légal. La surcote parentale comble ce trou, mais pour
# les seuls parents — d'où son nom. Trois conditions cumulatives :
#
#   * un âge légal d'au moins 63 ans — c'est la colonne `age_ouverture` ;
#   * justifier de la durée d'assurance requise pour le taux plein un an
#     AVANT l'âge légal ;
#   * détenir au moins UN trimestre de majoration de durée d'assurance au titre
#     des enfants — maternité, adoption, éducation, enfant handicapé, ou congé
#     parental.
#
# Elle majore alors la pension de 1,25 % par trimestre acquis dans l'année qui
# précède l'âge légal — « accomplie l'année précédant l'âge mentionné à
# l'article L. 161-17-2, lorsque celui-ci est égal ou supérieur à
# soixante-trois ans » (version de 2023) ; l'âge de la surcote « est abaissé
# d'un an » (version du 28 février 2025, LEGIARTI000051289776) —, dans la
# limite de quatre trimestres, soit 5 %. Jusqu'au 23 septembre 2026, le modèle
# faisait courir la fenêtre de 63 ans à l'âge légal : exact pour un âge légal
# de 64 ans, faux depuis que la suspension de 2026 le fixe entre 62 ans et
# 9 mois et 63 ans et 9 mois pour les générations 1964 à 1968. Père comme mère
# peuvent en bénéficier, dès lors qu'ils détiennent le trimestre exigé — c'est
# ce trimestre-là, et non le sexe, qui ouvre le droit.
#
# Sources : loi n° 2023-270 du 14 avril 2023 de financement rectificative de la
# sécurité sociale pour 2023, article 11, créant l'article L. 351-1-2-1 ;
# décret n° 2023-799 du 21 août 2023 pour les modalités. Applicable aux
# pensions prenant effet à compter du 1er septembre 2023 : le modèle ne
# connaissant que l'année, la ligne s'ouvre en 2023.
#
# CE QUE LE MODÈLE APPROCHE. Il compte, dans l'année qui précède l'âge
# légal, datée au mois, les trimestres COTISÉS accomplis « au delà de la
# limite » de durée : tous si la durée requise est atteinte à l'ouverture de
# la fenêtre, trimestres pour enfants compris, ceux d'après la limite si elle
# l'est en cours de fenêtre. Le modèle ne date pas les trimestres au jour : il
# répartit ceux d'une année sur ses mois, et arrondit au trimestre inférieur.
#
# Quels régimes la servent : leur fiche le dit, par l'avantage
# `surcote_parentale`. La loi vise les régimes de base — régime général,
# régimes alignés, fonction publique. Les régimes spéciaux ne la portent pas
# ici, faute d'un texte qui la leur transpose article par article.
#
# `fin` vaut 2100 pour une règle toujours en vigueur, comme partout ailleurs
# dans data/.
debut,fin,age_ouverture,taux_par_trimestre,trimestres_maximum,fiabilite
2023,2100,63,0.0125,4,haute
